beta1,beta2,mean,lower_95,upper_95
0.8042372881355933,-1.3427591080469483,0.0012615243904292583,0.0004166765313129872,0.0029338204360101375
0.8122033898305084,-1.3427591080469483,0.0013218283420428634,0.00042723822334664877,0.003118496085517109
0.8201694915254237,-1.3427591080469483,0.0013852104311808944,0.0004384530955576338,0.0033367341791745277
0.8281355932203389,-1.3427591080469483,0.0014518356183543801,0.0004516379951382987,0.0035338552203029406
0.8361016949152542,-1.3427591080469483,0.0015218787593767047,0.00046598193002864716,0.0037597108748741452
0.8440677966101695,-1.3427591080469483,0.001595523557625711,0.0004780551811563782,0.003996775217819959
0.8520338983050847,-1.3427591080469483,0.0016729645431041718,0.0004916269157547503,0.004258360527455807
0.86,-1.3427591080469483,0.001754406956024468,0.0005073387146694586,0.004517272009979935
0.39,-1.2658656278151232,0.00014852912863716483,5.7732245022634745e-05,0.0002956910997454543
0.39796610169491525,-1.2658656278151232,0.00015444302698597312,6.124730498413555e-05,0.00030378164810827005
0.4059322033898305,-1.2658656278151232,0.00016061616770457476,6.532501138281078e-05,0.00031297274908865803
0.4138983050847458,-1.2658656278151232,0.0001670607307460159,6.857307653262978e-05,0.00032212790538324045
0.421864406779661,-1.2658656278151232,0.00017378959455527365,7.239872611535248e-05,0.0003320419134979602
0.42983050847457627,-1.2658656278151232,0.00018081617599818856,7.634106696059461e-05,0.0003418125663301908
0.43779661016949156,-1.2658656278151232,0.00018815466319210827,8.04343831987353e-05,0.0003504332453303506
0.4457627118644068,-1.2658656278151232,0.00019581991364248097,8.493899695167783e-05,0.00036153304608888
0.45372881355932204,-1.2658656278151232,0.00020382752700243145,8.921730877773371e-05,0.0003750154261069838
0.4616949152542373,-1.2658656278151232,0.00021219388872850686,9.398229212820297e-05,0.0003865502658300102
0.4696610169491525,-1.2658656278151232,0.00022093627194408327,9.840633374551544e-05,0.0003963909999583848
0.4776271186440678,-1.2658656278151232,0.00023007276467978954,0.00010366001624788624,0.00041008954285644
0.48559322033898306,-1.2658656278151232,0.0002396224153926596,0.00010910540404438507,0.0004238616842485499
0.4935593220338983,-1.2658656278151232,0.0002496052475180477,0.00011503005152917467,0.0004407253814861179
0.5015254237288136,-1.2658656278151232,0.0002600422303657979,0.00012153304214734818,0.0004578782136377413
