theta_0,sigma
1.5169615,1.5673352
1.4345466,1.5868509
1.4848809,1.4158485
1.4848809,1.4158485
1.6120666,1.4794359
1.8064656,1.2935464
1.0622796,1.6361473
1.7295581,1.3880281
1.5078757,1.4017365
1.8367085,1.4416625
1.3775635,1.5581423
1.6359388,1.2360646
1.2865905,1.4331466
1.2389802,1.399618
1.0984406,1.5897592
1.1286207,1.6474545
1.6264281,1.5349845
1.4677316,1.3540475
1.7453318,1.3422812
1.6564059,1.2395111
1.4209977,1.4279432
1.4109702,1.3273085
1.8767143,1.3589168
1.8626958,1.391775
1.8068172,1.3695278
1.5429476,1.560753
1.5198789,1.5184991
1.5385599,1.2815702
1.6521375,1.4616113
1.7734169,1.2949398
1.478154,1.6927016
1.3592826,1.6446385
1.3489995,1.6201591
1.3350681,1.6329197
1.3495988,1.3955255
1.595159,1.4591656
1.6346343,1.6216693
1.2638602,1.456331
1.2439555,1.5935423
1.2711272,1.4954013
1.3012098,1.5448315
1.5577167,1.530624
1.5153489,1.4835227
1.5084913,1.6782689
1.7456709,1.4030479
1.7019968,1.2467746
1.3544066,1.564102
1.535563,1.4478446
1.5074836,1.50968
1.7579725,1.4186801
1.6066017,1.5216863
1.6275132,1.4582565
1.4533944,1.5007099
1.3278813,1.5192138
1.7109725,1.406127
1.4516635,1.4250236
1.492569,1.401109
1.4418988,1.4205278
1.6503328,1.3813097
1.5402826,1.5108665
1.7976217,1.3928852
1.7976217,1.3928852
1.6372519,1.383585
1.5266209,1.3451276
1.5751139,1.5163033
1.4979048,1.4234451
1.6190048,1.4257036
1.8640198,1.4134212
1.8386004,1.3971287
1.8638242,1.4325223
1.5248214,1.4395075
1.4042366,1.3590746
1.473572,1.4611778
1.6585836,1.4842188
1.569232,1.4818008
1.5642965,1.493243
1.6502216,1.4492546
1.4670402,1.4425211
1.4886489,1.4815364
1.6042159,1.3683491
1.5401654,1.428117
1.5707628,1.4823399
1.5795395,1.3573807
1.569333,1.3957535
1.8442571,1.4207191
1.4032102,1.5008008
1.1784544,1.3891813
1.5560467,1.4978194
1.5271993,1.5495546
1.4909549,1.5229583
1.4281733,1.5684538
1.5769774,1.635222
1.2764809,1.3148223
1.2062422,1.5270095
1.5977217,1.5445116
1.78542,1.5827892
1.8271823,1.6006687
1.2514801,1.3301556
1.5348334,1.492569
1.7047722,1.5613171
1.5604804,1.4246036
1.4611148,1.4591702
1.3712596,1.5598998
1.6311291,1.4582736
1.4988512,1.3509352
1.6157656,1.3742094
1.7699838,1.3828628
1.3752308,1.3323634
1.6928527,1.498637
1.7001245,1.4316466
1.4782321,1.5629401
1.3733532,1.5659262
1.8659163,1.3813365
1.9091299,1.412106
1.8402711,1.5185044
1.2660929,1.382299
1.7666688,1.4332047
1.5868157,1.4328549
1.7320886,1.4245162
1.8384873,1.5040845
1.2537606,1.3678508
1.6307205,1.5278261
1.6695721,1.1821761
1.6324785,1.4221182
1.5747478,1.8939662
1.54286,1.5623406
1.5643911,1.5472856
1.5406567,1.7068161
1.6884114,1.3577147
1.5546519,1.4038442
1.5868992,1.5158596
1.6165645,1.3134754
1.4792359,1.295939
1.3265643,1.33568
1.2420785,1.6789201
1.1944036,1.4645834
1.7664387,1.293777
1.3478254,1.2601864
1.2854716,1.2413536
1.353573,1.1396533
1.718091,1.3780085
1.5762182,1.268051
1.5967952,1.518196
1.46753,1.6204793
1.4724578,1.4289808
1.6474463,1.4308897
1.6837449,1.3879834
1.5839002,1.261908
1.348522,1.3126533
1.6984742,1.5874612
1.4135948,1.3881919
1.3558915,1.5831056
1.609959,1.4606462
1.4684796,1.7543958
1.4120216,1.6192093
1.6778555,1.5684059
1.2807982,1.4026943
1.9568748,1.2909279
1.4673333,1.373149
1.4438351,1.4262531
1.4686822,1.3399694
1.6248969,1.4572306
1.6081518,1.3288363
1.4777334,1.2846745
1.6297793,1.4666398
1.3042,1.5109832
1.3548315,1.4963894
1.74279,1.3918905
1.3726875,1.3090869
1.9093574,1.492487
1.5797145,1.4704767
1.5797145,1.4704767
1.4536743,1.355904
1.3524218,1.3843668
1.6979979,1.5369074
1.4510446,1.3950075
1.4120423,1.5780987
1.4456185,1.6191807
1.4779694,1.4471155
1.4779694,1.4471155
1.7178656,1.4710329
1.5763776,1.6940634
1.5741029,1.6815573
1.6842283,1.6639538
1.5525082,1.6383991
1.6479932,1.4632734
1.4677619,1.2650397
1.604327,1.4629924
1.589602,1.2147344
1.6354148,1.5667496
1.4967535,1.469705
1.5591923,1.455557
1.557434,1.5093524
1.5962305,1.5111465
1.6011498,1.4265275
1.5954715,1.4879627
1.5245081,1.3696517
1.2088236,1.4205624
1.1499432,1.4491248
1.8292538,1.2489725
1.6910855,1.4300561
1.578561,1.4387403
1.4076357,1.4133711
1.6753712,1.4875879
1.584556,1.4250519
1.4639839,1.3553691
1.4764584,1.3658452
1.4741402,1.4218147
1.491685,1.3696337
1.8171922,1.553946
1.6755209,1.5611808
1.5270284,1.2770369
1.4147154,1.3669355
1.8256842,1.5006118
1.518722,1.5090586
1.5980141,1.3933388
1.5443405,1.6127511
1.357249,1.4486783
1.2468596,1.3963034
1.5346382,1.5271957
1.4195873,1.2989665
1.5341084,1.5800517
1.4558429,1.3819785
1.6578689,1.2858818
1.3370535,1.4006256
1.4978191,1.5984628
1.6580123,1.2410339
1.4192446,1.3883625
1.4274546,1.3528264
1.4970421,1.4741113
1.4471285,1.459795
1.5808253,1.3032497
1.5423746,1.4838648
1.7214501,1.3937298
1.4309735,1.2932038
1.3064327,1.6727107
1.3142276,1.6390535
1.5312335,1.6061351
1.5727284,1.4654956
1.6352559,1.4663305
1.5258145,1.4039772
1.5879288,1.395022
1.5990145,1.3319827
1.4804912,1.3813545
1.606727,1.434371
1.6226518,1.2795155
1.6333723,1.2726462
1.5245724,1.4504662
1.8469999,1.4514703
1.5195543,1.4797635
1.5818422,1.4042519
1.6948768,1.4570818
1.6750383,1.4385972
1.6602508,1.545541
1.7098199,1.5513257
1.7940611,1.3976157
1.4531606,1.5634714
1.7750164,1.4803002
1.646475,1.4228184
1.4259442,1.468568
1.6567488,1.3289397
1.6334867,1.2983289
1.5280048,1.2952597
1.470012,1.5065031
1.4167739,1.5198987
1.6091837,1.4463878
1.5002084,1.4865723
1.6220976,1.4746065
1.6136279,1.5813456
1.4616979,1.3882979
1.1524236,1.6246107
1.7328907,1.5828854
1.7780429,1.4646289
1.4466096,1.3991494
1.4688936,1.3245872
1.6857688,1.4830301
1.694957,1.5030077
1.2991394,1.4402704
1.6570035,1.4641579
1.4738013,1.4782956
1.5955802,1.4800551
1.5964314,1.2726909
1.6466762,1.5982172
1.5754663,1.387969
1.7346513,1.2328677
1.6434394,1.3705304
1.4010333,1.5225587
1.4983131,1.4399221
1.340944,1.4924004
1.2495967,1.5961654
1.2254819,1.6241107
1.2813444,1.612854
1.4089466,1.3114089
1.4309392,1.6573644
1.6940817,1.6002747
1.7862867,1.3914251
1.801677,1.3664305
1.4594768,1.5194715
1.3634155,1.2689679
1.5488259,1.2815751
1.4076805,1.480214
1.5745037,1.4282833
1.5877942,1.3730493
1.5256075,1.5166533
1.504838,1.5572178
1.5977237,1.4644775
1.8244362,1.3275535
1.2628125,1.4092686
1.4285707,1.3567705
1.6247762,1.714525
1.5190282,1.4645921
1.4396873,1.5211246
1.2162471,1.5029483
1.4130198,1.4608338
1.7609779,1.4653299
1.5701232,1.6010029
1.7261881,1.5389681
1.6293181,1.4821887
1.4214318,1.4840579
1.5686775,1.3264096
1.5558971,1.399867
1.7688127,1.4971268
1.6040802,1.4980458
1.4890896,1.4059463
1.2551198,1.4358573
1.5443228,1.442749
1.5443228,1.442749
1.493528,1.3620263
1.5527042,1.5033131
1.336478,1.3331053
1.8374071,1.4712366
1.5964575,1.7621832
1.6946206,1.3323058
1.3956559,1.40766
1.2881755,1.3252146
1.3482832,1.4364071
1.3005888,1.6023263
1.5223228,1.5854546
1.5385587,1.5918117
1.4102837,1.4104657
1.6780472,1.4673674
1.663541,1.4594687
1.4596875,1.412518
1.2745016,1.3297204
1.4602103,1.6105597
1.3736546,1.5950615
1.4091463,1.5756458
1.5978124,1.3839798
1.2071866,1.3299489
1.8785725,1.4977698
1.7635038,1.6524091
1.8686955,1.4824466
1.8548083,1.4694521
1.4565662,1.551918
1.6156665,1.4968759
1.4133687,1.3784666
1.7799824,1.3507297
1.7212969,1.3276829
1.3991566,1.34955
1.698515,1.5515082
1.5040756,1.6013379
1.1786674,1.452677
1.5593817,1.4716227
1.4915065,1.4392327
1.6459202,1.3950295
1.4358103,1.5964078
1.2025146,1.5905277
1.1528009,1.672131
1.370393,1.597303
1.3246729,1.5701002
1.4160031,1.4843426
1.6506561,1.5120025
1.3353251,1.5330203
1.3771701,1.5030189
1.5779343,1.3636227
1.5439115,1.3874102
1.4358312,1.5673187
1.5095077,1.441542
1.4067755,1.5423338
1.6916031,1.3502367
2.0799682,1.461899
2.015971,1.4600961
2.0885313,1.8068807
1.7925949,1.6965561
1.3116841,1.2833799
1.5522738,1.342735
1.3190821,1.3902133
1.6578639,1.5709119
1.5905423,1.5768316
1.8168122,1.4390211
1.5487857,1.2806227
1.551072,1.2216203
1.5307301,1.35974
1.5850813,1.2622042
1.3834196,1.558627
1.4392663,1.4839427
1.484577,1.3350201
1.5395216,1.4398444
1.7837899,1.4242747
1.2709992,1.4893177
1.304955,1.4045825
1.2203784,1.4833332
1.7116588,1.588246
1.2890625,1.4058392
1.3658205,1.3955731
1.4582735,1.5157964
1.8087528,1.3523469
1.5369116,1.5342691
1.6010157,1.258549
1.5555619,1.5568027
1.6413488,1.4847212
1.67241,1.5452886
1.5762225,1.4988521
1.6217929,1.4956274
1.6544156,1.4352846
1.3904482,1.5017813
1.4711567,1.4080701
1.4622,1.3195425
1.5818912,1.588278
1.4151299,1.247702
1.7173873,1.6477185
1.3777686,1.6550121
1.6765078,1.2935475
1.3376268,1.525721
1.639075,1.5619828
1.3251863,1.2860253
1.5518659,1.4427314
1.7298381,1.496138
1.3041813,1.4680684
1.8269728,1.289667
1.5798609,1.7691454
1.4633383,1.5813336
1.6187123,1.3207908
1.6177999,1.3064002
1.4682018,1.5787702
1.3667123,1.6670251
1.4168279,1.4304309
1.3699499,1.4283445
1.4085135,1.5933497
1.5422736,1.3183472
1.609178,1.4679027
1.6252153,1.3334932
1.6236572,1.5016835
1.4316987,1.4183297
1.6058247,1.3121307
1.5669483,1.4858513
1.896745,1.2499079
1.6340842,1.5766839
1.6304108,1.5612919
1.3788959,1.3606459
1.3995976,1.3599188
1.5854775,1.30129
1.7107304,1.6109767
1.3561572,1.3309622
1.8388203,1.3983328
1.9135302,1.5322402
1.4089562,1.5968221
1.3861377,1.6077538
1.7003018,1.2752894
1.4137422,1.6169835
1.624906,1.3172579
1.4144435,1.4478099
1.391511,1.4523206
1.6917566,1.5212195
1.6743826,1.4751728
1.6694287,1.3883493
1.5604216,1.4803523
1.6108929,1.4313419
1.4896308,1.3978316
1.5465374,1.5022779
1.3235118,1.4569116
1.3436993,1.4778404
1.8688282,1.5290475
1.8264587,1.5108287
1.9030416,1.5287205
1.2149287,1.3615527
1.6660727,1.7127445
1.3974236,1.3254668
1.4052802,1.3541541
1.6520908,1.513446
1.5745783,1.4103259
1.4081556,1.4518003
1.0779762,1.5787764
1.7597437,1.8341497
1.7004604,1.8030434
1.6116533,1.7217143
1.7735673,1.375864
1.6988856,1.3134224
1.6558431,1.299726
1.5212631,1.4054009
1.5208491,1.4868116
1.5358247,1.4793735
1.4453706,1.3689474
1.5321201,1.4530452
1.6241069,1.3605268
1.4552637,1.4710166
1.7253753,1.475924
1.803689,1.4568155
1.7428198,1.458664
1.5079379,1.5363976
1.5377825,1.5303559
1.5858209,1.4134713
1.8629466,1.2263072
1.4171252,1.3708814
1.6850374,1.5025972
1.7041031,1.3870871
1.5168262,1.4721271
1.430849,1.2538567
1.6352347,1.3501751
1.3401045,1.3420053
1.7789661,1.374841
1.3438766,1.5957553
1.5141882,1.3416752
1.2643079,1.3255321
1.4116622,1.515563
1.6586736,1.4318929
1.8693196,1.7486055
1.6049477,1.806501
1.4775152,1.7052258
1.3389126,1.479646
1.6472923,1.648992
1.3394203,1.3751345
1.4209249,1.2163287
1.4580612,1.2254126
1.4446481,1.4525292
1.671474,1.4085319
1.4876428,1.456189
1.4842618,1.6355329
1.4655,1.4553726
1.7475015,1.3251328
1.5728495,1.1549515
1.6111705,1.2500061
1.559284,1.2827305
1.522342,1.604923
1.5908221,1.7702788
1.4507945,1.5433298
1.2693385,1.5497482
1.567932,1.4478502
1.696944,1.401784
1.562652,1.4448617
1.4148113,1.4326578
1.5666077,1.4164836
1.5269647,1.3856949
1.6728846,1.3099517
1.4228544,1.5602374
1.657075,1.4792299
1.6969303,1.4589602
1.4063137,1.442689
1.5134773,1.6057309
1.5868162,1.3173709
1.4850954,1.2735193
1.4564351,1.6953393
1.85602,1.445551
1.3494936,1.6696472
1.1542674,1.5806615
1.8303092,1.2742709
1.3765781,1.6003505
1.5428085,1.246168
1.4172908,1.2013854
1.7185104,1.8655436
1.2548071,1.672599
1.2346509,1.7030321
1.7831857,1.2290318
1.7301294,1.4770601
1.4197943,1.3226249
1.5951732,1.3628097
1.4935707,1.3779829
1.6023862,1.4812803
1.5755845,1.2507187
1.7711877,1.240449
1.787564,1.3458768
1.2530786,1.5624971
1.370846,1.2802395
1.7980132,1.3801116
1.2882358,1.5015082
1.6048691,1.4785904
1.3774627,1.4983809
1.6514155,1.2986326
1.5888768,1.4111583
1.6392547,1.5864608
1.4598336,1.412769
1.6565367,1.346627
1.4074475,1.4377884
1.3096681,1.348041
1.3045079,1.3368783
1.7402576,1.4387934
1.5609502,1.3566356
1.5070049,1.5765716
1.4719102,1.5033121
1.7121154,1.4248269
1.4233416,1.1415756
1.1610509,1.3965945
1.1610509,1.3965945
1.7740368,1.4317764
1.4811151,1.206631
1.4521288,1.1867216
1.4335673,1.1020931
1.7419612,1.7672318
1.625521,1.4366062
1.4614079,1.4394184
1.6713471,1.4835818
1.3622372,1.3921969
1.483274,1.3540564
1.5458658,1.236377
1.7531418,1.4223591
1.3205228,1.3197198
1.730508,1.3933414
1.684261,1.3841897
1.399654,1.3544922
1.7440417,1.2232034
1.6832206,1.2258067
1.6218553,1.3913357
1.4435307,1.3666738
1.3158743,1.3173792
1.5994433,1.8028235
1.6891892,1.8734928
1.8256632,1.5349698
1.9075288,1.5593503
1.2324895,1.3415966
1.3242007,1.3370409
1.6672076,1.4961102
1.596156,1.5104477
1.433838,1.3440449
1.4383565,1.2837352
1.4098538,1.2577872
1.6956879,1.2405592
1.7029064,1.2845378
1.690847,1.3047271
1.7273555,1.4303893
1.8584598,1.3355718
1.461495,1.8397135
1.5207616,1.5581979
1.6741452,1.5550536
1.2863587,1.3515377
1.5202298,1.9071238
1.647807,1.683464
1.2094345,1.4313099
1.8932068,1.6075056
1.4251641,1.3708647
1.6646751,1.4816755
1.6334629,1.5050433
1.5347482,1.3596517
1.4224852,1.3493311
1.7276993,1.2780747
1.6521826,1.2741106
1.651844,1.3170161
1.177787,1.4901204
1.9102331,1.6185125
1.8538939,1.5242128
1.2840996,1.494607
1.48611,1.446504
1.7139323,1.5473607
1.7303084,1.5586009
1.3368866,1.364877
1.4252499,1.423036
1.5886792,1.442714
1.5116229,1.4265076
1.6892904,1.446632
1.4598895,1.5496097
1.65153,1.4832547
1.6158253,1.2662041
1.3591205,1.2842312
1.3486551,1.3586938
1.6280861,1.5017109
1.4557412,1.3878777
1.7518437,1.309634
1.7532439,1.3007956
1.8985933,1.3932042
1.7964469,1.4149983
1.6675305,1.3935695
1.4450623,1.4855012
1.3734018,1.4640806
1.6071237,1.3442055
1.4313517,1.2941165
1.6341771,1.588953
1.5882248,1.2663803
1.6051139,1.591258
1.474297,1.6674917
1.4568639,1.7018435
1.4492012,1.6564565
1.6213831,1.5426215
1.7759687,1.2999129
1.9284773,1.3864518
1.2604412,1.4729906
1.7745252,1.4303427
1.4115776,1.4921534
1.3483238,1.4542727
1.7783924,1.5406113
1.741009,1.550868
1.4089875,1.500531
1.5545951,1.6504912
1.7555511,1.6794347
1.5576053,1.5564194
1.5426784,1.3893034
1.769769,1.1929809
1.6521466,1.1363659
1.3643452,1.6668665
1.4394635,1.8005469
1.2705408,1.3192255
1.8550591,1.368938
1.7909324,1.3854364
1.3678429,1.4307632
1.7779187,1.6126409
1.4609156,1.6501632
1.3191752,1.3770427
1.5001265,1.5221862
1.6396283,1.495251
1.5936289,1.5600872
1.6029551,1.5620626
1.521057,1.5931377
1.262667,1.5556859
1.6302171,1.5481969
1.4938654,1.4280939
1.4396816,1.6487317
1.3062124,1.6361308
1.3440166,1.6085178
1.3856233,1.6296133
1.5667855,1.3116429
1.567633,1.4621077
1.5337192,1.4035621
1.5820335,1.3135073
1.7183285,1.41489
1.2765749,1.6027703
1.4599168,1.4733608
1.6239506,1.4403572
1.4810615,1.4066967
1.5519325,1.3638264
1.4188113,1.4074187
1.6833857,1.4172581
1.588214,1.3091987
1.6942471,1.557084
1.2639422,1.4482751
1.4945683,1.7083684
1.4938916,1.5987847
1.6327002,1.4186754
1.5034477,1.4438269
1.5602138,1.3401916
1.319274,1.59004
1.8462757,1.3920965
1.7187096,1.4965734
1.6521555,1.4484928
1.42476,1.4146322
1.6270634,1.5761598
2.0110552,1.4451625
1.9685392,1.4123633
1.1187717,1.4264524
1.495376,1.5988387
1.3484949,1.6812379
1.182995,1.4063334
1.695414,1.685972
1.5226635,1.7189758
1.6140962,1.407326
1.7357128,1.491522
1.2371321,1.5707886
1.459156,1.5418777
1.2846178,1.2063416
1.2846178,1.2063416
1.7543544,1.4284093
1.3580954,1.4714121
1.3711389,1.4104564
1.4826978,1.5823958
1.4300998,1.4993606
1.3132935,1.7711186
1.635939,1.4277074
1.4870625,1.4503105
1.3683821,1.178964
1.192447,1.5023613
1.4009173,1.6089569
1.6635852,1.773292
1.7733817,1.8041543
1.7622205,1.834116
1.4157041,1.1069336
1.8903527,1.347795
1.9033301,1.4536196
1.8231412,1.435426
1.2541246,1.3679694
1.4331979,1.4323127
1.0616858,1.5923404
1.8139347,1.4402728
1.5174834,1.3981785
1.5309703,1.5205239
1.4955919,1.2653811
1.4301323,1.2537806
1.5811309,1.3244143
1.822647,1.6118121
1.2861363,1.3125699
1.3402286,1.3288494
1.3438481,1.2068471
1.5627685,1.3191706
1.8279105,1.564527
1.7321807,1.4386632
1.6327596,1.457279
1.6950948,1.4979849
1.6143326,1.6014073
1.6858276,1.531787
1.4186314,1.6947064
1.3255919,1.5505735
1.7049482,1.4557824
1.4109648,1.3185071
1.678382,1.3733069
1.6567717,1.4969031
1.6731495,1.6220378
1.6993222,1.3602202
1.2893107,1.4196234
1.5790031,1.4359734
1.860831,1.3193533
1.8458736,1.2480022
1.438555,1.4430223
1.6551259,1.4050176
1.7381518,1.2467797
1.5944322,1.2644913
1.3498708,1.3410581
1.3947242,1.3753271
1.4326522,1.3373935
1.6601013,1.5567975
1.8853219,1.3070881
1.4539357,1.7822875
1.1746796,1.4284654
1.7421596,1.3795251
1.3113022,1.5446537
1.3862292,1.6352139
1.581308,1.3983804
1.5257766,1.441853
1.6293799,1.5442499
1.6014999,1.3237139
1.6342545,1.4357593
1.5613039,1.373296
1.5368242,1.4747175
1.4703281,1.361188
1.9104183,1.5710278
1.9269406,1.5026214
1.5266654,1.6150912
1.8682448,1.4472868
1.8614489,1.6455932
1.6688968,1.5446898
1.827366,1.5885739
1.531892,1.4761307
1.5103179,1.3204837
1.6605744,1.4938185
1.6968807,1.4209744
1.6143473,1.4137769
1.7355694,1.3984224
1.3499126,1.518535
1.3210571,1.5442328
1.8960222,1.3676172
1.7307242,1.7101152
1.6344091,1.5896232
1.6747715,1.4439428
1.4388382,1.4478309
1.65864,1.4228365
1.7406332,1.524715
1.4831784,1.312515
1.5737505,1.3462296
1.4748847,1.3884453
1.2707436,1.7410482
1.5588402,1.2280947
1.4989129,1.6251011
1.5189215,1.4451838
1.5975654,1.4405224
1.5050828,1.5352974
1.625158,1.5205826
1.5787883,1.5058626
1.6001514,1.4620669
1.3437124,1.5712487
1.5884229,1.4885694
1.5571868,1.4059033
1.5706133,1.3904123
1.7599667,1.4968042
1.3001847,1.4324
1.6583476,1.3777726
1.4696939,1.5004449
1.29382,1.5038956
1.4264671,1.6402513
1.3810841,1.5637913
1.6840425,1.5120333
1.6685833,1.5337701
1.3770192,1.3868675
1.354991,1.3870332
1.5334142,1.2985319
1.7808548,1.6075375
1.7248318,1.4643312
1.7551595,1.7103089
1.3950802,1.5924833
1.5322953,1.2405908
1.4921508,1.3327456
1.3721142,1.4147979
1.6132724,1.3382524
1.6750364,1.310718
1.3353696,1.8128742
0.7291976,1.4605801
0.84082824,1.4887984
0.9317231,1.4556528
0.9139215,1.5185308
1.8482933,1.2317816
1.5937053,1.2889991
1.8012096,1.54003
1.756892,1.5245798
1.5109143,1.178085
1.7858094,1.3616962
1.8226253,1.5344746
1.6429379,1.5184691
1.4891646,1.3627614
1.6376295,1.552767
1.5975726,1.4860005
1.7473725,1.6178212
1.497259,1.6898062
1.4810295,1.6371231
1.4721653,1.48695
1.612445,1.6908772
1.4924304,1.5800633
1.5076793,1.3738241
1.6616371,1.4447416
1.6823152,1.2441734
1.7015209,1.9029787
1.7000908,1.8079299
1.608257,1.3732575
1.5954256,1.1460174
1.5639572,1.1851592
1.360169,1.337437
1.3821375,1.3346728
1.7314936,1.4189255
1.7138679,1.424253
1.3987604,1.6183543
1.4610447,1.4580028
1.4146339,1.5392752
1.8200158,1.3576185
1.8618103,1.3698716
1.5393635,1.4330713
1.7965143,1.4299058
1.7450503,1.4668801
1.5652515,1.3552344
1.5908787,1.4348787
1.4961258,1.5676831
1.475471,1.4840025
1.4214147,1.6282221
1.5773196,1.6744547
1.6575056,1.5356624
1.4520406,1.3274608
1.5522956,1.5597348
1.3698378,1.3881419
1.4828547,1.4792657
1.6280241,1.3730004
1.4706632,1.4846816
1.2817659,1.3598151
1.4936213,1.3341659
1.3587456,1.4564738
1.2837796,1.6614989
1.5031955,1.3753848
1.7551049,1.309205
1.2943705,1.5074672
1.4963465,1.4111867
1.4904336,1.448746
1.5757815,1.331409
1.5137396,1.5544771
1.6123494,1.3877817
1.5191195,1.338699
1.4581181,1.4474576
1.3947684,1.270528
1.6613351,1.3401673
1.6704081,1.5250818
1.4429322,1.3337003
1.6497927,1.379518
1.3483244,1.4367902
1.3761696,1.4453087
1.6239516,1.4921371
1.3939762,1.6149919
1.785463,1.3050145
1.7090564,1.2369672
1.6950674,1.2162312
1.2173406,1.3589982
1.2288721,1.4323287
1.3619279,1.524606
1.4567137,1.3898989
1.7916685,1.3087273
1.6023705,1.4526806
1.3085195,1.562879
1.7436551,1.3171055
1.7366265,1.3307467
1.3620093,1.4060326
1.3038086,1.3821815
1.684041,1.321551
1.4935765,1.6403372
1.4703354,1.2441208
1.4766638,1.3983545
1.6539228,1.4950459
1.6265404,1.4874154
1.4631225,1.4313242
1.3491304,1.2427886
1.7286506,1.4481183
1.683116,1.5712562
1.8461024,1.2773777
1.5770072,1.4860821
1.656588,1.3879231
1.5955205,1.4720336
1.5073415,1.3828249
1.5709536,1.4364313
1.5268799,1.4028409
1.8454075,1.4416213
1.8949659,1.4237661
1.6180317,1.4497406
1.5842642,1.3646419
1.8865366,1.5966916
1.4513819,1.5722212
1.6944807,1.3294673
1.5431951,1.3635066
1.839666,1.3972832
1.5457563,1.4915
1.5749637,1.4700427
1.5334051,1.3686111
1.4545747,1.2636547
1.4435117,1.2208966
1.8191812,1.7642988
1.885053,1.8259109
2.019701,1.6907948
1.9558777,1.7254877
1.8987592,1.5485706
1.9671512,1.513091
1.907514,1.4731737
1.341174,1.4807513
1.2767721,1.4896095
1.4738861,1.4251692
1.4334874,1.2922401
1.5659198,1.5389276
1.8731116,1.6185024
1.4935138,1.455339
1.5598061,1.6895955
1.5691376,1.6749204
1.5213956,1.7213842
1.7977864,1.4341534
1.2157626,1.5149056
1.7464896,1.2477548
1.783994,1.1997677
1.7081913,1.3313328
1.5136257,1.4048312
1.5814886,1.3243513
1.5323563,1.4701686
1.6741502,1.5702682
1.7014275,1.559767
1.5151291,1.4292094
1.6086173,1.3622453
1.5781555,1.5457797
1.4283258,1.5236323
1.5189316,1.5719514
1.7324526,1.4867947
1.7472116,1.4688377
1.6661366,1.2418334
1.7344787,1.2990329
1.5733953,1.317685
1.6161622,1.530007
1.4754434,1.398341
1.6899085,1.649326
1.6259724,1.4365262
1.6259978,1.4530864
1.5443354,1.3168023
1.7392209,1.6144209
1.7392209,1.6144209
1.6643978,1.4601483
1.9704499,1.4670217
1.415453,1.3713498
1.4553728,1.3110893
1.5240355,1.4599093
1.7098533,1.3959019
1.3892874,1.4591609
1.4769322,1.5177767
1.7043439,1.6087558
1.6037105,1.3229278
1.720305,1.2920461
1.5055454,1.3098475
1.6114829,1.2492243
1.4991537,1.642828
1.6235988,1.3866283
1.6840627,1.4375534
1.3211596,1.1293557
1.8688278,1.7444941
1.6859508,1.6580918
1.9728769,1.747101
2.0350983,1.7413719
2.0220165,1.7450702
1.1802032,1.3976213
1.8988632,1.4861386
1.7563119,1.5301335
1.6030154,1.4430604
1.6441469,1.2977746
1.5487908,1.4701247
1.3825825,1.5907211
1.4007638,1.5806414
1.612525,1.5933278
1.4321065,1.4425603
1.8303533,1.4154967
1.778461,1.4206231
1.3594158,1.3248776
1.7131681,1.5499516
