theta_0,sigma
1.540928,1.1838622
1.7567209,1.3847117
1.9102149,1.4928184
1.5344434,1.386347
1.6729815,1.3123872
1.5220505,1.6011938
1.3677291,1.6130128
1.4044955,1.5872904
1.4683642,1.554287
1.6085439,1.5487928
1.6004996,1.5186231
1.4229438,1.3716309
1.3627056,1.3646535
1.521523,1.3720397
1.7401123,1.4805112
1.5193684,1.3402467
1.6296347,1.6528709
1.7431267,1.6304438
1.5190645,1.5573585
1.6299584,1.2668924
1.7164364,1.5142119
1.689202,1.5171686
1.539074,1.3449147
1.5380031,1.2432052
1.5754542,1.2372174
1.7859347,1.4243002
1.7004081,1.3952453
1.3518814,1.3551214
1.5456824,1.6451948
1.7684708,1.1947212
1.4084703,1.3813655
2.0482006,1.4084615
1.2494308,1.516774
1.9406515,1.4234998
1.4304245,1.5366209
1.8443081,1.5245696
1.766555,1.5896536
1.5237814,1.2069978
1.8294725,1.5380163
1.8645842,1.4617977
1.7168673,1.6118612
1.1219268,1.5580823
1.6163571,1.6341077
1.561661,1.722513
1.4941475,1.7741336
1.504522,1.2833292
1.7669322,1.558548
1.6569077,1.3164568
1.6421711,1.3718611
1.5913129,1.4092387
1.3573858,1.5405359
1.4784737,1.3711934
1.7543983,1.8020467
1.53141,1.4178727
1.8623393,1.5636516
1.860502,1.5263906
1.3835071,1.3829861
1.603844,1.3606086
1.5472561,1.5719856
1.6624568,1.4892917
1.6514755,1.4674094
1.380265,1.4704067
1.3780361,1.5847473
1.1963855,1.874456
1.6977407,1.2131522
1.6859369,1.4121406
1.7674221,1.5342796
1.8250005,1.5983256
1.6224828,1.4376163
1.6898293,1.3888505
1.6101235,1.5199631
1.5194032,1.5001668
1.6470011,1.6284016
1.920237,1.4602816
1.8795153,1.5138892
1.6876148,1.5523669
1.5484272,1.4216992
1.8690265,1.3782684
1.7457917,1.4436423
1.529733,1.338595
1.4789456,1.2737027
1.2648541,1.5359539
1.9786344,1.2795892
1.9786344,1.2795892
1.9672028,1.2425452
1.82157,1.2533666
1.7898266,1.4778831
1.6911452,1.4711857
1.708606,1.3808616
1.9444048,1.3523262
1.8674649,1.3967878
1.6903054,1.4752337
1.7065295,1.3449324
1.7303073,1.3606977
1.5320224,1.4867187
1.50159,1.3643085
1.748739,1.4014494
1.7300946,1.5855513
1.2558624,1.5418798
1.2905347,1.5077202
1.8510866,1.4887345
1.6250103,1.4119829
1.6407496,1.3268617
1.7861099,1.5290762
1.4216592,1.3319411
1.3947067,1.422086
1.479679,1.5145384
1.7057178,1.4630566
1.6225141,1.3285587
1.5152155,1.5886159
1.5511774,1.3169059
1.5709561,1.3170271
1.7049098,1.4792309
1.5932155,1.3688378
1.4822986,1.3881013
1.5380292,1.4229207
1.5380292,1.4229207
1.6353946,1.3034124
1.2314025,1.6059972
1.1373318,1.4651916
2.00623,1.5061247
2.0528183,1.5139389
1.4230034,1.3831266
1.6912876,1.4018166
1.717691,1.4301647
1.769737,1.3378042
1.4699132,1.664947
1.670019,1.6061419
1.8197405,1.4458289
1.7675661,1.4323899
1.5244381,1.3548064
1.3987274,1.4079685
1.9113709,1.3787209
1.4061717,1.4081093
1.6414638,1.3795077
1.5118277,1.2208256
2.0959163,1.4106777
1.7033795,1.588696
1.4787458,1.449131
1.7029951,1.3875968
1.7388119,1.4528799
1.4923369,1.3794057
1.5704601,1.6530125
1.6783279,1.8570018
1.627448,1.1333457
1.777088,1.4839538
1.438917,1.3343259
1.8230417,1.5142956
1.6808891,1.4036367
1.755364,1.6776175
1.5997373,1.4450539
1.6689453,1.311209
1.6394321,1.2622827
1.7990113,1.5919883
1.9718033,1.5218991
1.8811705,1.6602168
1.8679504,1.697798
1.7205822,1.759738
1.3697665,1.3895903
1.8673244,1.3819784
1.7045047,1.3476155
1.2923169,1.4994718
1.6723497,1.4234784
1.5739477,1.4968112
1.7177805,1.4230678
1.4873664,1.3659806
1.6106237,1.5122107
1.5774918,1.4476227
1.6056594,1.5950481
1.5876554,1.6626611
1.6234798,1.347946
1.6814665,1.3591777
1.8242327,1.349205
1.8239108,1.3704978
1.526453,1.4324768
1.3936027,1.3122115
1.4346619,1.3647765
1.6323147,1.2402388
1.6344787,1.6304502
1.6877017,1.2939433
1.489195,1.6820517
1.9758303,1.3591573
1.7060516,1.5385282
1.6565971,1.9551924
1.9044044,1.1651657
1.4456578,1.2952719
1.8617167,1.4154779
1.5588944,1.5750902
1.6666758,1.4059643
1.4654257,1.5168625
1.7749354,1.283688
1.7168543,1.2910069
1.4600005,1.3414726
1.2595853,1.4371579
2.0011375,1.333355
1.8872539,1.291298
1.897747,1.30895
1.8506213,1.3424087
1.4656494,1.4534951
1.8229316,1.3240086
1.7748225,1.4247475
1.4948986,1.3208385
1.872303,1.5042198
1.8618908,1.5399821
1.9117999,1.6399872
1.7311305,1.5091791
1.8292673,1.6018608
1.6877666,1.3262862
1.8827261,1.4994705
1.6112766,1.4484411
1.9645768,1.5685208
1.7553777,1.451197
1.813619,1.3183833
1.5968022,1.4417766
1.7157825,1.5285082
1.5455828,1.5206888
1.7848011,1.3865283
1.731538,1.4179144
1.8829614,1.597642
1.6542618,1.4973533
1.4624516,1.5450906
1.7390828,1.409773
1.7063949,1.4707004
1.7063949,1.4707004
1.4631315,1.4710121
1.8395572,1.4599488
1.4287055,1.2995033
1.3831449,1.3377455
1.5434994,1.6408098
1.5362536,1.6415284
1.3434527,1.7285349
1.5903347,1.2769035
1.6927456,1.4319811
1.4975681,1.238038
1.5085585,1.2641006
1.5399176,1.3046451
1.5720094,1.3819513
1.6651546,1.536539
1.6488541,1.255434
1.6016748,1.6405652
1.5717825,1.6770114
1.5876465,1.6251378
1.5597767,1.6902018
1.8665555,1.3358465
1.8397576,1.3401487
1.708697,1.2837352
1.7817847,1.3507959
1.5417727,1.3554533
1.8362055,1.4629333
1.7736932,1.4237056
1.6206318,1.4150846
1.3621259,1.6469051
1.6338143,1.6911658
1.7976959,1.5092856
1.4787807,1.3287903
1.5595653,1.4776839
1.614107,1.4067492
1.4835895,1.3273268
1.6079599,1.1925439
1.8293095,1.3755524
1.8508161,1.4216316
1.9261993,1.2638221
1.4172808,1.6352262
1.4586966,1.8401597
1.5743195,2.0869942
1.6968666,1.7377461
2.0276759,1.6532643
1.329964,1.3259238
1.5178874,1.7759564
1.8376681,1.4108927
1.8534129,1.3964353
1.6246897,1.3397597
1.5397744,1.4746469
1.4744089,1.2335305
1.4038376,1.4018555
1.884525,1.4517344
1.3956162,1.5107456
1.7491113,1.4365857
1.4219265,1.4582279
1.8825309,1.4259666
1.4838367,1.4033687
1.7133772,1.4320956
1.8029821,1.3324397
1.5085912,1.276351
1.517331,1.3092641
1.7337513,1.2306535
1.725301,1.4463828
1.5409703,1.4608799
1.732143,1.4007398
1.4864701,1.4389527
1.4553857,1.5518667
1.847194,1.4212615
1.8087701,1.4377022
1.4508061,1.322003
1.9502548,1.5545278
1.7666246,1.4269924
1.7540956,1.5225724
1.7540956,1.5225724
1.4703648,1.7293133
1.8631656,1.2522805
1.4988837,1.6100004
1.7474701,1.6213799
1.6652542,1.386671
1.5979719,1.2973728
1.6807445,1.5558493
1.7122575,1.5739199
1.5742537,1.3545831
1.5816619,1.5096955
1.8983924,1.4002163
1.7041377,1.3316054
1.592244,1.5722387
1.5291679,1.2863395
1.5038042,1.7391493
1.9545342,1.5337195
1.724313,1.3830686
1.904207,1.4832217
1.7981137,1.52422
1.4801737,1.2865572
1.233412,1.9053106
1.478511,1.3193593
1.4415412,1.5178535
1.4269195,1.353845
1.9566649,1.4260147
1.7964272,1.2278534
1.7964272,1.2278534
1.4284537,1.5881338
1.5357401,1.4792917
1.5209628,1.5390713
1.6545186,1.6474345
1.7313433,1.6513097
1.6230016,1.5167907
1.4523518,1.4408731
1.4450147,1.399701
1.8274653,1.4519452
1.6068509,1.3435936
1.7361562,1.4552476
1.5354183,1.3425119
1.7722139,1.3299713
1.7722139,1.3299713
1.7722139,1.3299713
1.6242151,1.694186
1.701326,1.3862511
1.8008506,1.526051
1.9520941,1.4958372
1.818431,1.601929
1.6767325,1.3394436
1.1128863,1.5301337
1.3197224,1.3434218
1.644511,1.320791
1.7404807,1.4859278
1.5508178,1.2842555
1.6869428,1.3454064
1.4830635,1.2848827
1.7450427,1.5553391
1.6174815,1.2693819
1.8239828,1.5079174
1.909271,1.6469843
1.7627865,1.4102932
2.0923512,1.5538161
1.9929762,1.3771491
1.963316,1.4221398
1.8536595,1.3260081
1.426474,1.4459716
1.5178533,1.5261571
1.7989587,1.4471483
1.8246567,1.7483603
1.668773,1.2595869
1.656292,1.5671867
1.796184,1.3816586
1.8332582,1.4810814
1.5593696,1.4003451
1.7999358,1.4209697
1.633086,1.221043
1.6529834,1.2559088
1.3875694,1.5705043
1.7359463,1.4784005
1.5582029,1.4136237
1.5240089,1.3690609
1.5230503,1.4496874
1.7568332,1.4004598
1.7297815,1.3673397
1.5618328,1.3221457
1.6809493,1.454355
1.6228796,1.3247285
1.7130557,1.488734
1.8165786,1.3984026
1.7373915,1.5637574
1.7463603,1.3350347
1.6834989,1.2385472
1.6634572,1.2632848
1.550911,1.5253785
1.8486223,1.4407642
1.5399592,1.4658139
1.7075926,1.4380672
1.8469291,1.3896387
1.9453316,1.3413739
1.8416965,1.4816842
1.4656761,1.4444878
1.5354868,1.4339329
1.2655177,1.4561691
1.7871673,1.4612086
1.7177744,1.4825356
1.5152075,1.4720708
1.4477297,1.5914267
1.1690961,1.5414189
1.515311,1.5566224
1.5316751,1.5174934
1.7926278,1.3704418
1.5327011,1.4774115
1.4160812,1.7604334
1.7538202,1.1347924
1.7813212,1.2155428
1.5527875,1.5025615
1.4922966,1.2141011
1.8098372,1.6838323
1.5159326,1.462501
1.8051294,1.1924809
1.6053584,1.3968716
1.434771,1.5251242
2.0191922,1.2143989
1.525945,1.5390054
1.5550066,1.5636182
1.4276332,1.3156215
1.4096566,1.4189949
1.8729961,1.5179708
1.8340069,1.4888818
1.6087275,1.5984806
1.6221441,1.3887564
1.6025586,1.4643877
1.8040129,1.3940172
1.4557147,1.4350346
1.5098325,1.2969838
1.8461056,1.5188525
1.5890714,1.5037069
1.7419745,1.5498295
1.7473288,1.5494716
1.6890333,1.4353902
1.5370443,1.4294367
1.7735043,1.4386457
1.5812278,1.3198417
1.7574055,1.3474977
1.6950094,1.5923808
1.6213819,1.454607
1.6811182,1.3313417
1.4770832,1.2890633
1.7834564,1.5602607
1.5758238,1.2662349
1.8119254,1.4186909
1.7175372,1.3990641
1.5991368,1.4156166
1.6168967,1.4503525
1.4859966,1.6160092
1.7373813,1.265985
1.5032711,1.6017972
1.7501565,1.3910637
1.4943283,1.4512527
1.5266978,1.5220426
1.6540966,1.2999789
1.624225,1.6734949
1.6383171,1.6817174
1.5945306,1.4074994
1.5210929,1.4676783
1.5930651,1.4921329
1.8110688,1.4173545
1.4314348,1.4309452
1.7875217,1.4455395
1.3604641,1.4879171
1.7687773,1.3847646
1.5538732,1.4718103
1.8211234,1.4215362
1.6449229,1.3732411
1.5722421,1.6267129
1.566334,1.6036549
1.6778147,1.263074
1.5112932,1.4043545
1.788625,1.4575374
1.6606432,1.4482062
1.6108718,1.3227583
1.6654048,1.469909
1.8618644,1.5973934
1.6179426,1.4620578
1.6587342,1.3794363
1.7486174,1.3251915
1.6155616,1.3473663
1.5915524,1.3316838
1.5259191,1.3905793
1.274866,1.4998686
1.595043,1.4337126
1.73339,1.5769395
1.794576,1.7692147
1.7002147,1.498009
1.5809383,1.4019092
1.0764354,1.3683627
1.9352796,1.6706795
2.0106869,1.5885298
1.7003618,1.4967853
1.471175,1.2568384
1.5475209,1.4455535
1.8643295,1.3263612
1.8757371,1.3100607
1.8757371,1.3100607
1.6941743,1.4141812
1.6941743,1.4141812
1.8148593,1.4907687
1.6476686,1.313353
1.5827583,1.4170469
1.5648165,1.5158405
1.2575138,1.5419152
1.7413002,1.4841948
1.859678,1.2420548
1.8216641,1.2355219
1.5398281,1.272775
2.0270405,1.6683029
1.6536279,1.2971572
1.7469907,1.626235
1.8716954,1.6150926
1.5008235,1.508442
1.6409051,1.5345773
1.925507,1.3997993
1.5993707,1.3953341
1.6041114,1.4920518
1.8318582,1.6038883
1.845088,1.5815873
1.7423848,1.515461
1.6438363,1.5067854
1.5646398,1.6353369
1.5382327,1.7161978
1.4525406,1.4159577
1.6561939,1.3632935
1.6081251,1.3246897
1.8392234,1.5020314
1.8260963,1.4173353
1.6874048,1.497306
1.5555036,1.4292045
1.6362629,1.6610012
1.7474269,1.2347214
1.35659,1.5182385
1.3057821,1.5664079
1.6231943,1.4663625
1.629675,1.377311
1.5608599,1.3571712
1.7570298,1.1618485
1.605441,1.4124073
1.8349124,1.4149591
1.5788457,1.45561
1.5165886,1.4619393
1.2992885,1.5715814
1.6157739,1.5034144
1.7036934,1.6487612
1.4451661,1.3283647
1.661651,1.3464419
2.100679,1.4088702
2.0211585,1.4638791
1.767966,1.6713686
1.6192038,1.5578421
1.3828474,1.8669142
1.4885238,1.9003638
1.5963597,1.2066853
1.5621215,1.3256098
1.8324367,1.3699183
1.9193741,1.3114307
1.8458533,1.3643553
1.9577125,1.3048761
1.7805022,1.2505634
1.7805022,1.2505634
1.7311538,1.6614017
1.7456766,1.75123
1.3883678,1.5412133
1.7963659,1.4743662
1.3589604,1.4359648
1.4405447,1.4505705
1.4999702,1.6182219
1.7177119,1.4354023
1.5415964,1.4253161
1.6674047,1.4535018
1.474889,1.5302497
1.4619814,1.5078431
1.4579263,1.2961777
1.8173583,1.5580297
1.6940838,1.5106838
1.6446984,1.379188
1.6446984,1.379188
1.6275755,1.4229243
1.7264198,1.4568429
1.6076552,1.4313014
1.663779,1.416112
1.5693725,1.442326
1.7546356,1.3616741
1.1122931,1.4103396
2.131521,1.4867446
2.0271258,1.5396777
1.9661733,1.6144909
1.700161,1.40083
1.7239246,1.3785076
1.2735192,1.3697737
1.5527551,1.4308333
1.5500177,1.4731088
1.610351,1.3562709
1.755276,1.4545105
1.7239672,1.5108187
1.7338058,1.595616
1.8162085,1.5448391
1.7186372,1.4132886
1.7573426,1.4125786
1.5145557,1.2312458
1.2810395,1.66209
1.6041247,2.214106
1.6434582,0.99239665
1.2786089,1.6550415
1.5828726,1.4301217
1.6743554,1.3220572
1.4975306,1.4886662
1.5564423,1.5053663
1.6700935,1.381388
1.5888371,1.4497136
1.6893185,1.5331895
1.4554037,1.4097949
1.6047019,1.478441
1.5089506,1.522637
2.0579054,1.8229637
1.9301846,1.4605888
1.8968034,1.4627167
1.9121003,1.4918112
1.7665175,1.3726487
1.4541075,1.5941567
1.4873911,1.3670948
1.4942576,1.5358998
1.7523614,1.3797306
1.4781717,1.4715453
1.5161299,1.4682376
1.7404481,1.4240596
1.8636583,1.6012192
1.8581539,1.4113755
1.5492911,1.5674046
1.9258345,1.5028522
1.5295339,1.3969648
1.7847813,1.4954977
1.4938997,1.2642272
1.48861,1.3380928
1.6516614,1.4965352
1.5839361,1.4921329
1.8849226,1.6005131
1.9034761,1.622632
1.9117862,1.3431704
1.9376197,1.4203929
1.9395076,1.4552728
1.6551542,1.4488446
1.7161845,1.3686746
1.5144844,1.192832
2.0053654,1.4846716
1.2586199,1.3824707
1.3775495,1.4082215
1.7799535,1.6030431
1.8503084,1.6535478
1.6957674,1.3638475
1.4350591,1.459414
1.5942456,1.4705942
1.6953683,1.3621876
1.6244619,1.4234577
1.5628331,1.452182
1.5552648,1.3509567
1.6728565,1.4558301
1.5949354,1.3848767
1.8151808,1.4864715
1.7369535,1.525759
1.6141917,1.3274865
1.5560662,1.5084753
1.6618236,1.2899532
1.6576738,1.4305174
1.8872229,1.4600013
1.4224497,1.4733346
1.6638339,1.4852448
1.6655495,1.5010066
1.6263502,1.5384588
1.389819,1.5076464
1.7200508,1.3435183
1.5256249,1.4312428
1.7882277,1.382012
1.4878469,1.2940539
1.7974488,1.4771044
1.6412002,1.8132509
1.6257375,1.4930925
1.5629832,1.3491919
1.5484313,1.290331
1.3497813,1.4443378
1.4435353,1.4424505
1.7428235,1.3557892
1.5129026,1.4761511
1.370883,1.5912187
1.9561552,1.4486856
1.4914721,1.4346228
1.6369857,1.3992803
1.6369857,1.3992803
1.5901414,1.463959
1.6842793,1.2927444
1.4257889,1.2698226
1.6011988,1.1944419
1.488222,1.3888988
1.5005113,1.2657405
1.8000135,1.6056807
1.6547139,1.508642
1.6969138,1.3120238
1.5439923,1.4082496
1.700061,1.415376
1.6741608,1.4967717
1.5089229,1.3625386
1.5350193,1.3823986
1.5024835,1.2492591
1.7951907,1.5738516
1.5846887,1.5146412
1.5665637,1.3273427
1.4844697,1.4364928
1.724918,1.348948
1.5684412,1.4341348
1.5837642,1.6977811
1.5361047,1.2838053
1.7178475,1.499416
1.583445,1.3877283
1.9609572,1.2801182
1.9835643,1.2424313
1.8436041,1.4066
1.405265,1.2824914
1.6559775,1.5082104
1.6617631,1.2367504
1.6184651,1.6698759
1.6628107,1.2026011
1.7182649,1.187124
1.6409541,1.286772
1.6079468,1.2887176
1.7441233,1.3295026
1.6056256,1.4182868
1.5742655,1.5702112
1.7650934,1.4956665
1.7274879,1.1151525
1.4109833,1.3959053
1.5523167,1.3711267
1.7196451,1.3115721
1.7604002,1.2780769
1.5835962,1.4285502
1.5999113,1.3665586
1.5948446,1.4690652
1.7451494,1.6246227
1.8316938,1.5016432
1.535715,1.4528416
1.707099,1.6265789
1.6856117,1.5886517
1.2661272,1.6416254
1.4287125,1.3612329
1.7173188,1.4666271
1.9384134,1.5153813
1.6012695,1.3569708
1.7504258,1.456512
1.4878641,1.4684236
1.4450374,1.4918497
1.7551088,1.4085531
1.540726,1.2921777
1.5070698,1.3688097
1.4818709,1.321559
1.7639819,1.354235
1.455366,1.6908021
1.7610637,1.4003131
1.6422971,1.3427353
1.7833654,1.5245346
1.6471288,1.2173095
1.7497437,1.2833949
1.4600905,1.5152049
1.432981,1.4654741
1.3296531,1.3280629
1.6165724,1.4878132
1.8201841,1.5422094
1.6489916,1.5411336
1.8204933,1.456154
1.7196828,1.467637
1.7196828,1.467637
1.6194568,1.2414801
1.6194568,1.2414801
1.5069073,1.1968584
1.5688677,1.6468489
1.5937262,1.610291
1.4620209,1.3177049
1.5087293,1.2866728
1.6585598,1.5457643
1.4539206,1.5426716
1.4785098,1.5344062
1.7397857,1.3216004
1.6602063,1.2820332
1.557301,1.4889195
1.5480889,1.5799646
1.8376006,1.397899
1.842458,1.3351271
1.4183983,1.4427304
1.9566512,1.3334894
2.058216,1.3359815
1.4956193,1.2547647
1.6823248,1.6273878
1.527256,1.3360791
1.3339008,1.4243788
1.8522191,1.6997707
1.4874965,1.398159
1.5543207,1.4692082
1.6555438,1.3261796
1.7123371,1.3673614
1.5329175,1.5028064
1.4175129,1.5024195
1.53622,1.5400674
1.6828234,1.3166223
1.6247935,1.5581521
1.563692,1.3310823
1.6919903,1.3721526
1.4798788,1.4466568
1.567555,1.5932055
1.5584167,1.5746771
1.8397169,1.6064132
1.7368593,1.3008071
1.7750889,1.2828672
1.4382957,1.5191559
1.7484189,1.2646911
1.7247326,1.4659452
1.4939464,1.4120321
1.4030521,1.6234577
1.825517,1.2503393
1.7467203,1.2930752
1.6424291,1.585712
1.6624659,1.5052052
1.7500852,1.6381505
1.7398763,1.7637366
1.6153826,1.5964825
1.484565,1.7745659
1.6499848,1.1410673
1.3783745,1.2300352
1.4218711,1.2370914
1.6267252,1.5836253
1.4005474,1.247637
1.4398744,1.2524432
1.6397905,1.3115289
1.6397905,1.3115289
1.5168319,1.341726
1.4897406,1.3394777
1.41148,1.3316716
1.6795534,1.25303
1.6715887,1.2866207
1.6661396,1.4509027
1.4643707,1.6985716
1.6179397,1.3746948
1.5638615,1.5290713
1.4902661,1.1288025
1.4363695,1.059818
1.4098125,1.1342689
1.6517637,1.3837023
1.4608883,1.4074588
1.7405211,1.435107
1.2577478,1.5306004
1.1846482,1.437285
1.2201515,1.4518825
1.2261412,1.4541917
1.3555461,1.6101911
1.631027,1.2341112
1.3834063,1.352973
1.3745542,1.4300847
1.6502135,1.2912962
1.3405927,1.3618004
1.2921478,1.3700849
1.5810342,1.3079094
1.8332942,1.3916385
1.6502846,1.1846597
1.637673,1.2807181
1.6671547,1.4089551
1.7039233,1.4011958
1.4195079,1.3402082
1.5813396,1.4423548
1.5762905,1.4243371
1.5340352,1.4254396
1.251312,1.3042299
1.251312,1.3042299
1.5515578,1.2908579
1.538888,1.5301509
1.3585871,1.4264514
1.1863194,1.4035611
1.7186866,1.2485132
1.2166728,1.611997
1.1709523,1.481106
1.0730433,1.2455779
2.012915,1.6083801
1.7423158,1.5119164
1.5571154,1.4235175
1.477769,1.2942458
1.744751,1.499109
1.1987836,1.4612674
1.1968514,1.3991511
1.736601,1.2443172
1.6325912,1.3707731
1.2674216,1.3472272
1.6006895,1.3578603
1.7132248,1.1515656
1.5979482,1.146925
1.5501684,1.1849654
1.6957295,1.2675431
1.443007,1.2255523
1.5921838,1.5208182
1.2477608,1.3950373
1.458836,1.2434642
1.5368171,1.1963173
1.6082269,1.73729
1.3614572,1.1622671
1.3981086,1.1626441
1.6601976,1.1729169
1.3186268,1.3182391
1.5456334,1.3249233
1.5161893,1.4484172
1.5245098,1.4342544
1.5088538,1.0835452
1.5068114,1.1328897
1.2335778,1.6057606
1.2481314,1.6100547
1.3997667,1.5536957
1.7615958,1.335397
1.5335766,1.3615463
1.6714685,1.4201784
1.6936184,1.128007
1.6367205,1.1554304
1.9398677,1.4730928
1.7500974,1.493854
1.4707376,1.3907785
1.6750383,1.3992786
1.4756068,1.5301316
1.3810233,1.6712213
1.6076611,1.1751622
1.5510445,1.1951919
1.5788153,1.4492651
1.4758016,1.3293725
1.5231442,1.3535893
1.7725391,1.4591635
1.2716757,1.3051234
1.6265258,1.4675981
1.4600768,1.3280334
1.7490253,1.2694318
1.2807811,1.5067568
1.4567538,1.2784252
1.628975,1.2660732
1.3634701,1.1723032
1.4021747,1.2387972
1.6730297,1.5687038
1.6087613,1.580792
1.6482557,1.3138778
1.3950784,1.4507356
1.6636573,1.3539668
1.4361221,1.3453696
1.5445327,1.4011385
1.3821424,1.539588
1.2229161,1.4797244
1.7450361,1.3150034
1.8521903,1.6536692
1.2872417,1.4418902
1.3131446,1.4239497
1.3277432,1.4582679
1.1495804,1.4374027
1.2416122,1.3499343
1.8493649,1.4524237
1.7903613,1.5267844
1.4598393,1.3778219
1.3930014,1.3516479
1.3388577,1.3347629
1.7165222,1.7109517
1.1226114,1.3125849
1.3971279,1.2405331
1.5869361,1.5955426
1.5854152,1.4952534
1.432719,1.275188
1.6428927,1.498297
1.4109496,1.386452
1.4355745,1.3663586
1.595149,1.3154732
1.6052328,1.3389406
1.5193361,1.2506123
1.7082198,1.4268682
1.5029674,1.3722546
1.4733604,1.3153257
1.6651808,1.4726461
1.4452202,1.3188435
1.4136606,1.4164641
1.4468964,1.3782612
1.4648672,1.4939544
1.7723622,1.5159328
1.692093,1.4985235
1.3736849,1.2876282
1.6636962,1.4717323
1.7424469,1.4380221
1.6497545,1.352749
1.4189794,1.3743808
1.4322174,1.3673823
1.599292,1.3496014
1.5646065,1.2816498
1.6434616,1.313722
1.644252,1.3255944
1.3479065,1.5565593
1.4819026,1.5046374
1.4690142,1.4862733
1.5385404,1.4368931
1.7632533,1.2196921
1.6719785,1.1893857
1.6760377,1.1378481
1.3805805,1.35488
1.3266617,1.3720171
1.3636388,1.379379
1.5880184,1.4220123
1.5180875,1.3433629
1.9662534,1.4822035
1.4054945,1.2504733
1.3912516,1.8278215
1.4253799,1.7524416
1.2390759,1.4322075
1.4828019,1.3540496
1.4347004,1.3041342
1.6598386,1.4367387
1.5738603,1.4410731
1.5856439,1.2318567
1.5940536,1.2471459
1.5774275,1.2332947
1.579133,1.396214
1.534725,1.2773759
1.4549358,1.5406127
1.6493609,1.2767063
1.5969412,1.3986745
1.3002609,1.6750247
1.2614866,1.4982316
1.2866138,1.3504518
1.1642867,1.551051
1.5094674,1.2984183
1.7714465,1.4912069
1.7437326,1.4561725
1.7465245,1.4689467
1.5636663,1.5214914
1.4276495,1.6962268
1.6432049,1.7187662
1.4291046,1.5663685
1.6265413,1.2875366
1.4112319,1.4732261
1.4221258,1.4458871
1.5612191,1.4892532
1.5783393,1.2920399
1.508737,1.2051294
1.3440583,1.297519
1.7079403,1.4944627
1.5456841,1.4579148
1.452918,1.1930473
1.2543372,1.1393209
1.6048783,1.3273777
1.5414273,1.2401582
1.4889861,1.4708531
1.3650209,1.3249176
1.3650209,1.3249176
1.3566691,1.3940926
1.4760963,1.4474902
1.3166122,1.390602
1.3743988,1.3458858
1.3400472,1.3242455
1.4293429,1.6831515
1.366402,1.5120794
1.5723174,1.2767121
1.3727487,1.5393188
1.5548698,1.3000367
1.5671158,1.3070066
1.447676,1.4498248
1.2900363,1.6040025
1.1472269,1.6141943
1.3080475,1.372134
1.3123906,1.4130251
1.3911225,1.4500501
1.3495176,1.4547656
1.6304778,1.2933671
1.6694702,1.2846115
1.691072,1.2677488
1.6999023,1.6537293
1.7607696,1.6426355
1.4566402,1.2231265
1.5736307,1.1495006
1.5517061,1.1504942
1.5560136,1.2084326
1.4376363,1.6193295
1.4165021,1.4914167
1.5120814,1.3779707
1.6060936,1.3658743
1.6260188,1.3149366
1.3626903,1.5333652
1.371075,1.5474277
1.6627058,1.4487008
1.386853,1.4581659
1.7412286,1.4004326
1.4026116,1.3535213
1.3910196,1.2519739
1.4509654,1.5378034
1.4717308,1.3127823
1.6839806,1.4360569
1.4291633,1.2974482
1.5017229,1.4341629
1.5180118,1.3827995
1.637106,1.3876069
1.7124249,1.4784734
1.6681554,1.575454
1.6930729,1.4327407
1.4610114,1.238852
1.5969484,1.4083686
