theta_0,theta_1,sigma
0.3218661,1.124518,1.1468576
0.35238692,1.4877362,1.1288214
0.14288767,1.6775085,1.1099987
-0.0010701803,1.7238821,1.1004237
-0.081483126,1.8638401,1.0138924
0.18742667,1.4053264,1.1680808
-0.07271519,1.7770461,1.0868111
0.34587145,0.28347686,1.2694254
0.25950295,1.3846015,1.2896104
0.11657765,1.905067,1.0601785
0.32685742,0.53709286,1.1246965
0.31206855,1.450306,1.0867298
-0.2120402,1.3041319,1.2146072
0.1970273,1.1726705,1.0416976
0.15639578,1.6446599,1.1813388
0.20667545,1.1209378,1.215916
0.29836437,1.1923933,0.9669639
-0.058540996,1.796152,1.0392159
0.472034,0.6318412,1.0869642
0.363813,1.092247,1.227188
-0.012637509,2.4718504,1.2396278
0.028783634,1.5868458,1.2256435
0.3122355,1.1445134,1.1547104
0.06343473,1.7660066,1.122698
0.096671306,1.40593,1.1897819
-0.117070556,1.9066978,1.1395154
0.46168196,0.8166549,1.0477866
0.26376945,0.7409124,1.1706624
0.28956392,0.90980744,1.1248991
0.09464865,1.4201188,1.169063
0.6750121,-0.1517158,1.1773742
0.24362993,1.2298985,1.1875762
0.18431711,1.2380021,1.1991999
-0.20621619,1.9620447,1.0812633
0.23570114,1.2589964,1.1385337
0.47565436,1.1064277,1.1266975
-0.09598545,1.4270374,1.202415
0.006636473,0.9918772,1.0087613
0.30087915,1.5285276,0.97729695
0.24957353,0.7870908,1.0383677
0.27274585,0.7156659,1.0203632
-0.01989828,1.6239514,1.172235
-0.14061885,2.0784316,1.0301951
0.16210048,1.2520825,1.1417607
-0.14523628,2.025414,1.125561
0.40182185,0.45531312,0.9731505
0.7024661,0.46004438,1.1937966
-0.08223399,1.46511,1.1237037
0.1760145,1.5978297,1.1213603
0.108254455,1.1326194,1.0630828
0.1805728,1.0170944,1.2260927
0.078289695,1.7375288,1.1487281
0.04639122,1.4733107,1.1008192
-0.3805763,2.5266166,0.9868985
0.16550598,1.2749001,1.1136348
0.20928192,1.5693756,1.1148027
0.09551378,1.644181,1.054991
0.032290034,1.8041033,1.197046
0.49488807,0.77515054,1.1430823
0.31025246,1.4405072,0.98527414
0.15886454,0.7151146,1.0284356
-0.20672695,1.8587357,1.0154694
0.023118889,2.0601559,1.0364388
0.2040365,0.83186096,1.2345446
0.36425442,0.58770657,1.0785297
0.62576765,0.67396104,1.0507011
-0.014602009,1.7887988,1.0243583
-0.13902892,1.9860272,0.9426954
-0.086920395,1.7048879,1.0089952
0.46557322,0.19525981,1.1212895
0.4446904,0.58574426,1.1432052
0.52795476,0.20742102,1.1351885
0.2148367,1.4174666,1.2232983
0.20914298,1.4245812,1.2174376
-0.004929188,0.8700491,1.3215547
0.2574141,1.439081,1.2669728
0.3239446,1.2093453,1.2716154
0.3554624,0.62438744,1.239246
0.2989913,0.22840066,1.2766793
0.01433346,1.4091733,1.1702172
0.08333064,1.3219953,1.1991816
-0.105920024,1.7852428,1.0509061
0.34916243,1.1141258,1.0531521
0.061571836,1.6411574,1.1284003
0.20401518,1.3412002,0.9678096
0.12945314,1.3765202,0.99184674
0.4642943,0.9477112,1.1470594
0.77305454,0.28485566,1.2819464
0.29518536,0.5382257,1.0516583
0.45573997,1.0328166,1.3350947
0.433091,0.13233806,1.0190086
0.4580573,1.2144374,0.9525217
0.4580573,1.2144374,0.9525217
0.4082918,1.1162995,0.9594762
-0.10665208,1.9372349,1.3707124
-0.5783393,2.327763,1.2647343
-0.51207453,2.4138095,1.2580925
0.44192266,1.2053715,1.0421072
-0.238689,1.7503108,1.0139822
0.2995464,0.104176424,1.1702353
0.32123536,0.28853717,1.1803923
0.54563165,0.6852026,1.2036436
0.17119472,1.0741787,1.2655772
-0.22091787,2.0513601,1.0436072
0.11172383,1.7059413,1.4200659
-0.1341036,1.6318291,1.3178451
-0.13986894,1.6433369,1.3789861
0.3843538,1.232304,1.0154485
0.19833986,1.9382862,1.0520415
0.6600917,0.773073,1.2069955
0.06977763,1.5159602,1.0196136
0.08788258,1.7146436,1.0291703
0.37156278,0.9942751,1.0363048
0.32756138,0.53263164,1.1357816
0.25947198,0.8575022,1.0284479
0.19053566,0.8501322,1.0843071
0.25373214,1.1256905,1.117826
0.37340102,0.81898093,1.3719627
0.2789775,1.0374285,1.1316643
0.1349122,1.3969675,1.0691171
0.0115139065,1.7020963,1.0629816
0.1283715,1.8178072,1.2000897
0.16699125,1.2875222,1.1554856
0.40600336,1.5896006,1.204623
0.19146322,0.8929085,1.1583176
0.45420712,0.9193653,1.1757456
0.24878284,0.81498563,1.2123964
0.41902053,1.1069654,1.1867456
0.18002346,1.6158751,1.2095673
0.20419334,1.6642954,1.2135121
0.19216567,1.3304744,1.2019312
0.24269813,0.50263166,1.2127975
0.47358388,0.99767035,1.2045062
0.479339,0.96007746,1.2887895
0.18695378,1.1496948,1.0470889
0.30000365,0.8724174,1.2429894
0.04655865,1.72173,1.0581558
0.2723499,0.85730535,1.1755693
0.53454727,1.2983227,1.1766313
-0.34454247,1.4528831,1.2880425
0.23814957,1.8165576,1.3048042
0.5305597,0.521964,1.0337579
-0.07126006,1.9177912,1.323026
0.5926965,0.58883095,1.4796469
0.12542091,0.9446926,1.480308
0.21114026,1.262187,1.1125071
0.03197659,1.5692571,1.21373
-0.037849043,1.9557526,1.2060405
-0.069907315,1.353535,1.1995441
0.45039916,1.7347183,1.2456421
-0.35555395,1.6651101,1.2905034
0.22338487,1.4123348,1.1645627
0.22418335,0.9284213,1.1885595
0.23500896,1.025834,1.1372387
0.064414956,1.3766253,1.0992086
0.22630557,1.7243053,1.1228732
0.13450366,0.8302099,1.0541214
0.18311392,0.8305977,1.083301
0.15176667,1.1631912,1.0889518
-0.08404111,2.190325,1.2844366
-0.077219054,2.4240382,1.2793765
-0.11432953,2.5759199,1.3089044
-0.28844434,2.5299182,1.2748398
-0.288139,1.9709202,1.3152885
0.28829658,1.167848,1.1012816
0.17001401,1.018015,1.0572551
-0.06424928,2.278305,1.2242113
0.44945574,0.4939392,1.2916199
0.43030864,0.94425815,1.1925482
0.3855991,0.8023012,1.18093
-0.07215059,1.843886,1.0398476
-0.26851264,2.42427,1.0125511
0.14478305,1.4304355,1.2173408
0.23424555,0.9515395,1.1182553
0.7730038,-0.6036047,1.102016
0.6442419,-0.86015487,1.0565497
0.6911062,0.34535313,1.0561825
0.50735927,0.3736901,1.1993394
0.81431556,0.020552812,1.0034542
0.8920112,0.08872725,0.9842088
0.44635466,-0.291622,1.1193286
0.50577736,1.0528468,1.3567911
0.5922807,0.3161749,1.191986
0.2970024,0.78505486,0.9420622
0.2129663,1.3366112,0.9759233
0.023927785,1.8756307,1.1102563
0.23371767,0.63436073,1.0656117
0.3600987,1.1370057,1.0919441
0.057043158,1.1582971,1.100466
0.49845237,0.752237,1.1555742
0.1819475,0.89251757,1.0850222
0.33189598,1.2042123,1.0206006
0.14471792,0.79763263,1.2089849
0.74723506,-0.046442173,1.2279674
0.4301165,0.2078193,1.144617
0.12878901,1.034131,0.8980788
0.16975242,1.6701761,0.95767236
0.27096808,0.6681903,1.0876147
0.011475075,1.5841801,1.1262441
0.38773176,0.9834516,1.1492786
0.32108787,0.47786286,1.031693
0.43489003,0.3365835,1.114812
0.41666645,0.09167959,1.1055683
0.44646576,0.6125193,1.0977024
0.7827911,0.4695771,1.139934
0.52910215,-0.19960563,1.1377063
0.79003865,0.44536364,1.1328324
0.59882843,0.54293454,1.116013
0.12659362,1.0971789,0.9863621
-0.10649079,2.441194,1.0658706
0.32271683,0.4198159,1.0361916
0.8083143,0.23445895,1.045677
-0.2542697,2.3985364,1.0959908
-0.16822463,2.0445862,1.0294784
0.21040253,1.6644962,0.8783048
-0.042144142,1.32823,1.3647146
0.13593659,1.3544996,1.1795683
-0.29243273,2.413067,1.0191251
-0.10324953,2.1942103,1.0472966
-0.40643963,2.4787397,0.96917224
0.6395792,0.082244396,1.2850504
0.58561736,0.18774869,0.98275137
0.67902917,-0.83367336,1.1501236
0.7100538,-0.31276363,1.0524659
0.8668154,-0.22418006,1.0566157
0.76803315,-0.37612462,1.2215462
0.7907228,0.25362802,1.1454898
0.23236133,0.95492285,1.1468838
0.23119017,1.3448726,1.0590018
0.42236894,0.65440434,1.093308
0.094862185,1.3991951,1.0897233
0.16447416,1.7552357,1.0506974
0.5076167,0.0766897,1.1051177
0.35767484,1.0431198,1.1268061
0.15655445,1.5314616,1.1315105
0.3298157,0.6689985,1.1134
-0.029199556,1.5151874,1.22973
-0.03453533,1.9439005,1.1607461
0.15772545,2.2260847,1.1309693
0.034218397,0.6735295,1.0686305
0.17884386,1.1139121,1.0824128
0.19712357,0.83360904,1.1143285
0.27361223,1.3541512,1.0109655
0.35417157,0.7904357,0.9305965
-0.17021318,1.9713569,1.0204128
-0.049320437,2.1060154,1.2491134
-0.13452445,2.0240896,0.894193
0.5096015,0.19518638,1.1726042
0.01558483,1.4795312,0.9949512
-0.02516496,1.3668257,1.0133729
0.54194856,0.2836229,1.3207699
0.47006324,0.23168848,1.178774
0.51505643,0.20144984,1.0847353
0.35133368,0.5641131,1.2618903
0.38699484,0.3855537,1.3065536
0.24092235,1.3261569,0.976957
-0.075319976,1.6365798,1.2134093
-0.2617627,2.3638217,1.1129227
0.31210014,0.6863641,1.0007299
0.072433814,1.6894394,1.107104
-0.17420729,1.8360027,1.1496329
0.34293848,0.5711972,1.0816455
0.34866008,1.0704557,1.0978228
-0.13464068,1.435274,1.1169977
0.07716573,1.1192982,0.97405607
0.22683659,1.4000951,0.969234
0.20942938,1.0471283,1.0867088
0.51992834,0.39403808,1.0473838
0.52021015,0.21363239,1.1132494
-0.022187736,1.8908776,1.0655458
0.06694745,1.563695,1.1435183
0.2607595,0.9591171,1.0948863
-0.045336712,1.5301534,1.0864774
-0.0672637,1.7739335,1.1038889
-0.05852582,1.7342197,1.0732893
0.36723396,0.49178836,1.1594852
0.70421,0.12476786,1.2664306
0.25417727,0.7675961,0.98836535
0.16713323,1.0502626,1.020074
0.8202019,-0.2567984,1.0807257
0.8632258,-0.16241273,1.043751
0.75213116,-0.27328563,1.0842019
0.11696634,1.1840684,1.1947002
0.31374174,0.7879104,1.21576
0.11638615,1.5960175,1.1534368
0.29950935,1.5921147,1.1809288
0.19389793,1.206302,1.1943713
0.16875961,1.2830228,1.0907171
0.010761493,1.6028755,1.0479809
0.14481057,1.3790636,1.0621299
0.12068824,1.5857815,1.2115574
0.14744869,1.72658,1.1611373
-0.008145146,1.4663439,1.0876853
-0.023752319,1.3091378,1.064277
0.04323532,1.018347,1.1174325
0.5676796,0.8459731,1.153713
-0.13922602,2.5359788,0.99720854
0.44584507,0.5727565,1.1561877
0.35288128,1.2366743,1.0021533
0.61061907,0.4745652,1.012293
0.6099794,0.3200457,1.0435867
-0.08359038,2.0208642,1.0860605
-0.0592707,1.6289862,1.1911783
-0.1138761,1.9171054,1.1987036
-0.1616649,1.229183,1.3076879
0.40673834,1.3092554,1.1804549
0.08666203,0.9034431,1.2283279
-0.0037358974,2.1455758,1.2741585
-0.39380524,2.2519357,1.0239388
0.2718045,0.78862035,1.1921438
0.24361925,1.2359118,1.0443488
0.18177055,1.1342852,1.0128851
0.32749158,0.8332369,0.96889156
0.608323,0.31554765,1.337063
0.6589827,0.8219725,1.0691738
0.6762339,0.7751609,1.0342394
0.5790225,0.4633393,1.0281256
0.38498127,0.886341,1.2676333
0.63396835,0.3445895,1.0318073
0.53226364,0.27474493,1.0179733
0.3250261,0.6421425,1.0618795
-0.06058709,1.7608265,1.0393779
0.12124833,1.6043662,1.2032111
0.029083,2.1006846,1.2957059
0.19019547,1.5698237,0.9941358
0.039385084,1.1387436,0.91108376
0.101274,1.2843006,0.9237484
0.024692927,1.9156232,0.9738153
-0.052323256,1.7778744,1.0216888
-0.045277566,1.8828729,1.1289322
0.004061186,1.9711622,1.1811577
-0.15505835,2.0797489,1.0596069
-0.0053907735,1.7286516,0.9970663
0.17296691,1.3324878,1.2239214
0.06262725,1.2475374,1.2584095
-0.18988322,2.447353,1.0229366
-0.14813788,1.7357507,1.0816901
-0.25848332,2.095695,1.0545886
-0.22635044,2.1558595,1.1923199
0.28158715,1.2090113,1.2910867
0.36449188,0.7835775,1.1109655
0.39730376,0.5011951,1.1941873
0.10429133,1.5905105,0.927202
-0.025652258,1.3826171,1.0069103
0.041975155,1.2076695,1.0217711
0.23736106,1.3513,1.0680938
0.21889253,1.164715,1.0707941
0.33497512,1.2644039,1.0387846
0.28622222,0.71578544,1.0166464
0.4818652,0.8223379,1.0440224
-0.15003844,1.9241068,1.2344538
0.29900262,0.7031556,0.9925462
0.39081657,0.61882126,1.0194612
-0.17219242,2.3084507,1.147646
-0.34607646,2.5318668,1.0570856
-0.0057502585,1.7187573,1.0987043
0.2596671,1.7860738,1.0992891
-0.21995376,1.4859489,1.0791137
0.20694815,1.1696223,1.111351
0.22273155,1.1557405,1.106821
0.12593947,0.73037124,1.0501816
0.6921831,0.565151,1.1490873
0.62869626,0.44485927,1.1264622
-0.075170085,1.5385597,1.0775448
-0.09086978,1.8911865,1.1011274
-0.32583645,2.185348,1.1217523
-0.253592,1.886215,1.0417033
0.042010587,2.7164857,1.1320132
-0.11386429,2.323174,1.1689335
0.047563564,1.8201692,0.9176284
-0.11669056,1.5377651,0.98276204
0.21613513,0.91051537,1.1094508
0.18209973,1.4479523,1.0535473
0.5303193,0.25647193,1.0228878
0.09670633,1.3766347,1.0897462
0.29903248,1.4452496,1.0759974
0.28689542,0.8144787,1.0441018
0.14519748,1.4519427,1.125007
-0.0009801498,2.0322075,1.1382074
-0.113903664,1.9981529,1.0964394
-0.113903664,1.9981529,1.0964394
0.1070286,1.3875318,1.0778105
0.682017,-0.10026357,1.085913
0.7063051,-0.08012869,1.0456117
0.093974546,0.7886515,1.0671527
-0.14137468,2.3802412,1.1421913
-0.20120515,1.8763267,1.0781392
-0.1546892,2.3717542,1.005601
-0.2760621,2.6882846,1.0742599
-0.25554982,2.1593406,1.1331162
-0.010592381,1.5460435,1.1199952
-0.122451596,2.1891756,0.9704169
0.64065933,0.0729295,1.1865556
0.6394329,0.28060374,1.1179867
0.65736747,0.35314757,1.1262821
0.6814841,-0.15553214,1.244384
0.62445015,0.013379641,1.1591833
0.7577419,-0.1325804,1.1387576
0.29518855,1.3538845,1.1810932
0.022577439,1.1821134,1.1418734
0.18376374,1.0982162,1.2539629
0.15119389,1.1441058,1.2609775
0.584533,0.28708023,1.1266209
0.32986936,0.664092,1.0784739
0.43650228,0.6768374,1.0655106
0.24934733,1.0107973,1.1239212
0.2029896,1.1217828,1.0000362
0.2095664,0.9826302,1.044642
0.19211859,1.5376034,1.038571
0.27421978,1.2991974,1.1679113
0.14694025,1.368756,1.1029629
0.28294322,0.91761386,1.1617953
-0.051519595,1.6098272,1.2371117
-0.012837431,1.7137243,1.1988828
0.33538294,0.7802903,1.071023
0.34236595,1.2575014,1.1276159
0.06931397,1.5096786,1.0617499
0.097737685,1.4508086,1.1095223
0.0066872938,1.537619,1.16293
0.13454354,1.6534096,1.3503613
0.6955726,0.046307705,0.94045603
0.6468029,0.4461534,0.95945644
-0.27629367,2.492868,1.0100101
-0.39027074,2.3009362,1.0107653
-0.45827588,2.2566907,1.0125161
-0.15500388,2.4317355,1.0859534
0.108164474,1.0211266,1.1332257
-0.12966622,1.9500506,1.1404773
0.04999284,1.3311108,1.1467433
0.09256856,1.2033254,0.9987877
-0.030610383,1.5721307,1.0184788
-0.1412544,2.2176666,1.0595475
0.2807272,0.82315195,1.189188
0.40256566,1.079634,1.0992386
0.2559739,0.725357,1.140832
0.37258232,1.1203905,1.0593919
0.06809038,1.0016787,0.9778275
-0.3024343,1.9420013,1.0182503
-0.20018819,1.8288821,1.047486
-0.20018819,1.8288821,1.047486
0.30507264,1.4205676,1.4038403
0.45909122,0.31839386,1.1506473
0.22796781,1.4368,1.1277714
0.5033147,0.24281627,1.0386584
0.5853367,0.20648225,1.0196055
0.47634578,0.99800175,1.1978128
0.08551266,1.9200794,1.1455092
0.5041408,0.54725164,1.1139494
0.15830792,1.2942791,0.9865378
0.26635686,1.1993213,0.92246914
0.131085,1.0851967,0.90239835
0.28353763,0.43514603,1.1733556
0.29452503,1.2578195,1.2598509
0.30698776,0.45450252,0.9247028
-0.015641771,1.6577789,0.88297665
0.2657143,0.6037551,1.0652583
0.39274395,0.8529847,1.2995312
0.39663061,0.7870353,1.2922215
0.40437493,0.6305779,1.3344944
-0.0063351374,1.3834927,0.976396
0.326813,1.314531,1.0818996
0.16371536,0.47534943,1.0307753
0.6670244,0.8336792,1.2945533
0.4509147,0.8046387,1.2693119
0.46808398,0.18824437,1.1327996
0.26727858,0.93399143,0.9754078
0.22563252,0.6133873,1.1958824
0.45560935,0.6093416,0.97979665
0.30985916,0.7144953,1.1493979
0.4786425,0.9444807,1.1486233
0.121443294,0.93847555,0.98886085
-0.01995822,1.2034633,0.97327745
0.078990124,1.6517015,1.0275592
0.40125072,0.8424239,1.1599681
0.21330404,0.8993082,1.1588645
0.38498446,0.44254097,1.037989
0.48863643,0.40635905,1.0274181
0.5210186,0.36869118,1.0845882
-0.021161148,1.7195355,1.110601
0.19648114,1.1148065,0.8936921
0.31293377,0.8802642,1.0028301
0.34690335,0.98078,1.0396248
0.15004393,0.7765178,0.97984564
0.36664814,1.2226961,0.9599962
0.32107183,0.98676777,1.0438875
-0.06064885,1.9785874,0.9363381
-0.30685622,2.3072953,1.172349
-0.25891185,2.2678864,1.1268309
-0.25785932,2.467015,1.0093007
0.32122383,0.66333944,1.1462902
0.50340384,0.45385644,0.9292937
0.4331195,0.72289443,1.0049896
0.18671325,1.5252135,0.9568654
0.47817346,0.6996861,1.1103438
0.58091074,0.4449673,1.085812
0.6006316,0.23561957,1.0249425
0.6025094,0.08486205,1.0534666
0.09858523,1.1953098,1.0100414
0.3670749,0.90890944,1.074821
0.2379618,0.43926865,1.0173494
0.32327634,1.0078387,1.0637532
0.21816596,0.9678643,1.0651782
-0.029976388,1.28577,0.9898295
-0.030519757,2.230988,0.90779597
-0.21430402,1.6490893,0.9158901
0.43604258,0.81274545,1.1130701
0.33962962,0.96444374,1.0075818
0.1472393,1.1209598,1.0904992
0.8657608,-0.34019157,1.1027244
0.552465,0.03507956,1.1805068
0.66095275,0.048989154,0.9883993
0.19854876,0.82392806,1.2810855
0.07413717,1.9669487,1.0300344
0.60396236,0.6755175,1.0254676
0.60396236,0.6755175,1.0254676
0.3779849,0.08515173,1.0428376
0.37781912,1.3920513,1.1093348
-0.15243992,2.7084506,1.1980642
-0.49584368,2.6148717,1.1669202
-0.5503146,2.9186225,1.336165
-0.88716936,4.150289,1.2840557
-0.4119918,2.6968126,1.2770253
-0.4467764,2.7263908,1.1088616
-0.5319735,3.122034,1.0479395
0.13844852,1.3501734,1.0852349
0.5110924,-0.15569904,0.9685384
-0.46094733,2.7379391,1.2908863
-0.6405114,3.0266807,1.289231
-0.38313827,2.9795094,1.398823
-0.27696428,1.8830137,1.3661219
-0.28254345,1.8185625,1.2788444
-0.25735626,1.8619857,1.2874681
-0.23096511,2.2801523,1.2696296
-0.45385483,1.946675,1.1343218
-0.22095811,2.3360138,1.0289797
-0.07519057,1.9379797,1.2802178
-0.17155683,1.9743124,1.2651958
-0.047047082,1.7025833,1.1565914
0.13188967,1.0416704,0.98472106
0.24868113,1.5530546,0.9875177
0.03604908,1.2647326,1.0548025
0.22109385,1.0197512,0.9951507
-0.2698211,2.3032887,1.1767328
-0.20888281,2.319238,1.1379998
-0.25757912,2.7776878,1.1892159
-0.26170996,3.1102176,1.1942155
-0.24422458,2.467817,1.2523609
0.09309206,1.2865372,1.274746
-0.072795235,1.9491463,1.0453391
-0.18992054,2.253451,1.0561284
-0.22775419,2.447631,1.127493
-0.17196046,2.4450614,1.1024064
-0.10549341,2.1293766,1.0799241
0.35560882,1.0099711,1.1023394
0.035525918,1.3306048,1.1454222
0.23303002,0.9166024,1.1531674
0.17435782,1.0173304,0.96477175
0.4288259,0.71722764,0.99212426
0.38097724,0.27180886,0.9900873
0.33509305,1.3460819,1.2268997
0.25348762,0.52474594,0.96934885
0.53095543,0.4850137,0.95766777
-0.0911145,1.7484975,1.1823733
0.19361505,1.0944996,1.2685037
0.32439125,1.1437309,1.0888454
0.6387438,0.5391397,1.0980021
0.084483206,0.9801383,1.0270385
0.1077636,1.3383331,1.067676
0.08000811,1.6473666,1.069628
0.19169785,1.5912714,0.9581815
0.19169785,1.5912714,0.9581815
0.41149718,0.9601736,1.1378871
0.41043177,0.67415804,1.1969831
0.44938132,0.39688018,1.1595654
0.22323057,0.8017733,1.1996347
0.5073403,0.7101726,1.030992
0.16875735,1.1031847,1.1204953
-0.07987822,1.5911947,1.055798
-0.023778124,2.1143458,1.1169724
-0.16131659,1.8831971,1.1681567
-0.04041934,2.3611045,1.1595149
-0.35965815,2.3155818,1.1218649
-0.2732765,2.6407692,1.0425584
-0.3820997,2.7748454,1.027452
-0.18872496,2.3448513,1.1415386
-0.0051234984,1.1397328,1.2426062
0.17003308,1.2152038,1.2373394
0.11696096,1.0904483,1.2042985
0.5424938,0.41352478,0.9712273
0.12319107,1.4853169,1.2573438
-0.04965685,1.8591224,0.9324607
0.47859687,0.6683784,0.9799019
0.23844941,1.4363465,1.0979953
0.14840004,0.84096056,1.1541015
0.094744764,1.74637,0.96703935
0.5694916,0.27618176,1.1879239
0.5712158,0.8243634,1.2231454
0.22192653,0.49019343,1.1748194
0.3113706,1.2479632,1.2163345
-0.3816713,2.4533753,1.2928553
-0.27232823,2.4691834,1.2449547
-0.5266155,2.7963114,1.1926944
-0.51200044,2.6923234,1.1539006
0.05548352,1.2429883,0.99532396
0.24391846,1.3532605,1.0700974
0.17041498,1.1344106,1.0119362
0.41181985,1.6256089,1.1483178
0.20007497,1.0375221,1.3277434
-0.13096067,1.5832356,1.0446578
-0.11719736,1.5832005,1.0442276
0.14374234,2.2766078,0.96712285
-0.022718756,1.4028957,0.9546757
0.06661504,1.4766561,1.0273288
0.027507272,1.8251595,1.072782
-0.06752265,1.7017044,1.0252621
0.18872291,1.0443567,1.1567216
0.48133498,0.5899307,1.1391909
0.37605748,0.7926865,1.1020926
-0.129109,1.797346,1.0499369
-0.018636385,1.1604638,1.0791652
0.04198021,1.0472454,1.2535093
0.00036222875,0.9939108,1.2763934
0.5013589,1.0176072,1.0332059
0.41483462,0.29842025,1.0168556
0.41187492,0.503445,1.0253391
0.0954345,1.159497,1.1221933
0.44842768,1.244301,1.097921
0.41238186,0.82014483,1.0663936
0.44816595,0.7024016,1.0106806
0.35053957,0.6034443,0.987897
0.5521654,0.7195448,0.97030944
0.4172553,0.025031013,0.9460433
0.6967286,0.14195679,0.9235399
0.20906287,0.8447119,1.0594729
0.47513083,0.7749846,1.2709255
0.4142589,0.2552972,1.3668613
0.71070385,0.4879196,1.3336465
0.37739813,0.4673602,1.3419535
0.26022372,1.508285,1.2097158
0.3425819,0.63449943,1.4152129
-0.011195065,1.9611384,1.0523548
0.040332995,1.7518065,1.0619911
0.114790015,1.7246885,1.1049076
0.18672472,0.8747408,1.0869515
0.087630644,1.7811698,0.97090477
-0.06295734,1.3531264,0.9320249
-0.27116376,2.2006917,1.3428986
-0.25969723,2.128885,1.2720909
0.027656397,1.8384011,1.1551178
-0.004107976,2.2781062,0.95841604
0.3110826,1.6532556,1.2662567
0.0873172,1.9682478,1.1407094
0.032022502,1.7715397,1.1177936
0.10337134,2.2807248,1.1127429
-0.077968664,1.9939812,1.1513813
0.45179766,0.7008225,1.0043631
0.37602463,0.99623936,1.0032508
0.32644275,0.17349531,1.087848
0.5872363,0.24147113,1.1114948
0.18299045,1.0380498,1.0744616
-0.047896262,1.6768783,1.1223894
0.30746606,1.1621999,1.1105418
0.10495334,1.4297261,1.2385584
-0.06333586,1.9378905,1.1933644
-0.14110444,1.4035043,1.1878828
-0.33693612,2.6970508,1.0862459
0.36499977,0.69403416,1.1088524
-0.091195315,2.1862433,1.0482053
0.06274137,1.2758718,1.2610714
-0.20635092,2.469651,1.1809763
0.4418177,0.09425601,0.9759648
-0.24462447,1.8269869,1.2008879
0.0028566213,2.3942454,1.2394481
0.052040692,1.7290543,1.1137733
0.08858088,1.934702,1.1004454
0.355021,0.90062,1.0510478
0.001690787,1.1574365,1.0576371
0.6714947,0.3522958,1.0215675
0.6461295,0.034564607,0.90145665
0.67355216,-0.116771564,1.1165087
0.5610401,0.22301614,0.9954103
0.1338438,1.5492421,1.1190349
0.08448784,1.6778249,1.0988574
0.0050523947,1.7626917,1.1062415
0.13661632,1.1224815,1.0853754
0.14757663,1.528694,1.1105033
0.39467573,1.2639848,1.1521798
0.24871518,0.37340525,1.144142
0.315458,0.9022901,1.1144416
0.30264264,1.1998883,1.1207186
0.19476113,0.8431456,1.1850096
0.09563,1.117517,1.120978
0.07638281,1.8098073,1.0446115
0.12846147,0.99883085,1.0841191
0.23838475,1.2281234,0.97907764
0.48680654,0.38530636,1.1327302
0.39253187,0.6240292,0.95897734
0.09824804,1.5008776,1.1488326
-0.23235983,2.361588,1.0544758
-0.23123373,2.1789286,1.1401803
0.39108178,0.4425134,1.1886549
-0.107256696,2.020562,1.0887866
-0.046199195,1.6708289,1.1879951
0.12805223,1.3900589,1.1499352
0.095843144,1.5247662,1.0132416
0.34190157,0.9592542,0.9029263
0.35693997,0.6889377,1.0081905
0.027038569,1.5721188,1.0181748
0.4527683,0.47174305,0.9922339
-0.090076044,2.1236253,1.009042
-0.3592839,2.3913548,1.1762334
-0.44448802,2.3321364,1.1528772
0.17901106,1.4579297,1.0325608
-0.020195693,1.481966,1.1160923
0.30622485,1.1656753,0.98150253
0.10160974,1.2150148,1.0087508
0.19934902,1.4794714,0.91448426
0.04087459,1.4632183,1.0526522
0.48986495,1.1365314,1.0595357
0.03982788,1.2444332,1.1176399
0.15029038,2.0799077,1.1388193
0.18655108,1.4158487,1.165014
0.12606882,1.5112716,1.1101503
0.2001418,0.9289958,1.0743078
0.17469065,0.7930584,0.99630076
0.07725666,1.9447199,1.159873
0.20344593,0.74543107,1.0200828
0.35205778,0.33717418,1.0926464
0.47320515,0.5463657,1.081128
0.10600558,1.3954023,1.107313
0.63909996,0.09439126,1.0104336
0.14118946,1.18101,1.185027
0.12747473,1.5343119,1.069803
0.3371011,1.0323861,1.1207309
-0.10266471,1.6840546,1.0233923
0.061467927,1.5580428,1.0210656
-0.027855115,2.0738344,1.1705083
-0.045056965,1.8847474,1.1787198
0.39666623,0.86306745,1.0681584
0.15692744,1.3633027,1.1325587
-0.07143725,1.9052945,1.0822996
-0.14737925,2.2470093,1.0898697
-0.24850412,2.058739,1.1681058
0.0081552295,2.2722633,1.3547382
-0.6054588,3.001302,1.091903
0.22134449,1.0484723,1.0209793
0.19745351,1.6341447,1.0571154
0.028271532,1.3083073,0.96047556
-0.10733485,2.3015518,1.0296801
0.34867063,1.0462946,1.2802079
-0.37541246,2.8873105,1.1337093
-0.44774395,2.9279885,1.0975498
-0.11971982,1.8635447,1.0880526
0.56587535,0.37928602,1.1535178
0.50867,0.09214824,1.1795875
0.24267852,0.57206935,1.0741718
0.03938148,1.2719117,0.98550045
0.18869832,1.271043,1.0992748
0.3169957,1.445022,1.1594465
0.18014018,1.6640333,1.0938126
0.18078722,0.77443004,1.1583798
0.37915552,1.0859159,1.161618
0.12907958,1.0932459,1.1317513
0.32683423,0.88718647,1.0361683
0.1857341,1.3027655,1.151907
0.31771308,0.7139349,1.0886285
0.23274978,1.0922577,0.99090004
0.43459445,0.93123496,1.1790441
0.5052144,0.887962,1.206198
0.5287934,0.90934706,1.2027308
0.34860575,-0.14943704,1.15643
0.38044456,0.47491965,1.26541
0.29984632,0.9665368,1.220147
0.32198292,0.9638212,1.2174339
