alpha,beta_Dnorm,beta_CEI
-10.222917,6.5769763,1.1352837
-10.316981,6.479618,1.1326524
-8.070081,2.9745147,1.2310216
-8.00291,2.95429,1.2404568
-9.0668955,4.359326,1.3064662
-8.458409,3.897328,1.1083341
-9.672108,6.3077765,0.8938544
-9.563058,6.052091,0.89721537
-9.836481,6.3565664,0.97150934
-9.755269,6.4465876,0.9666181
-10.069606,6.1747484,1.2711658
-9.619487,5.4604106,1.2839878
-9.724097,5.253051,1.278974
-10.192937,6.1522336,1.2061429
-8.654256,4.407271,1.0476831
-9.315384,5.0186725,1.1874496
-9.859461,6.081333,1.0801148
-8.11759,3.2004178,1.2175974
-7.655852,2.3826084,1.2881033
-8.074545,3.2691016,1.2122072
-7.7549033,2.4642692,1.3529058
-8.755566,4.484409,1.0777924
-8.820599,4.4664845,1.0850277
-8.094656,3.4024663,1.1354934
-9.590068,5.15204,1.2403485
-9.578206,5.011617,1.3091182
-7.956558,2.396513,1.3788486
-9.74282,5.3204465,1.3841162
-9.398418,4.868629,1.3323619
-9.074836,4.4059153,1.1585425
-8.967109,4.621553,1.0557318
-9.22845,4.921553,1.0949223
-9.141224,5.156785,1.0856158
-9.588459,5.7414904,0.9615357
-9.860531,5.9263024,1.0603936
-9.776472,5.3660536,1.2571214
-9.678548,5.4601083,1.2565551
-9.242506,4.9251127,1.2538329
-8.903249,4.214529,1.3925042
-9.136767,3.9583404,1.3738238
-8.924751,4.1158586,1.3831367
-9.198858,4.330538,1.4213039
-10.1733265,6.788957,0.93489915
-10.8193865,7.447889,1.0880406
-8.399497,3.7836783,1.2861989
-8.496083,3.5010808,1.2860967
-9.852594,5.924188,1.1694359
-10.487465,7.094916,1.0784488
-10.306493,6.6431637,1.1244675
-9.610877,5.592883,1.1665679
-10.0821495,6.4827776,1.1223421
-9.718824,5.6699824,1.0694371
-9.536399,5.7977405,1.065452
-8.734013,4.6082125,1.0835218
-8.903356,4.590907,1.0878567
-9.88976,6.1420994,1.0579267
-10.407618,6.527399,1.1512657
-10.268439,6.746905,1.1607057
-9.408977,5.038641,1.1386385
-9.406226,5.1661644,1.1348155
-9.3260145,4.7234015,1.1699115
-9.703583,5.2542696,1.1828647
-9.317652,4.681634,1.1948634
-9.124361,4.9781327,1.140265
-9.175005,4.861487,1.1332228
-9.238458,4.8495455,1.2582699
-9.128025,4.796887,1.1216413
-9.163437,4.648552,1.1164737
-9.079859,4.4771776,1.1595619
-9.143038,5.100464,1.158272
-9.2284355,4.6352715,1.1580298
-9.028165,4.7576156,1.148181
-8.917929,4.559425,1.1473614
-8.756017,3.9647083,1.2640679
-9.323017,5.141086,1.0485098
-9.63483,5.2292027,1.2091206
-9.565289,5.274252,1.2109399
-9.28887,4.943549,1.1633937
-9.451128,5.258143,1.2064259
-10.029138,6.191073,1.1495197
-10.732126,7.397398,1.0794952
-11.242522,8.164697,1.1033825
-12.2979355,9.617188,1.1610844
-12.567848,9.478376,1.1801702
-11.682933,8.5998955,1.1593785
-11.451198,7.8590107,1.2696242
-11.466476,7.839419,1.2726104
-11.249774,7.8332872,1.2548069
-11.241612,7.884355,1.2583382
-11.393014,7.4191008,1.2391952
-11.343671,8.199224,1.2471323
-11.403538,8.157724,1.2452561
-10.562178,6.9515967,1.2222031
-10.691415,6.85933,1.2200564
-9.624029,5.3112435,1.2195497
-8.48824,3.8104398,1.2814027
-8.961515,4.3859196,1.324607
-8.443722,3.763919,1.2594271
-8.527139,3.6461062,1.2492701
-8.408533,3.5784552,1.200018
-9.002995,4.9516807,1.0626886
-8.90344,4.9933615,1.0655651
-7.58368,2.1557631,1.3533956
-7.6703258,2.026171,1.3531963
-7.5931935,1.985592,1.3512305
-7.5553184,2.1656787,1.3508186
-7.5679464,2.1422508,1.3522236
-7.6776447,2.094312,1.3465902
-9.785252,6.11805,1.0471439
-10.167616,6.6399765,0.9463942
-10.331926,7.089514,0.9907386
-10.057696,6.8128514,0.929879
-10.935777,8.1466875,0.9241477
-11.267639,8.915894,0.8401599
-11.268988,8.609944,0.8726266
-10.938572,7.871893,0.9421262
-9.089412,4.6239166,1.2174877
-9.061382,4.736762,1.2152392
-8.003716,3.4230127,1.0411494
-8.545451,3.7148118,1.2583153
-8.103763,2.9364717,1.3136305
-11.639024,8.529032,1.1919876
-10.82013,7.2973185,1.155404
-7.456484,2.1632488,1.1478282
-10.635259,6.8483577,1.1255649
-9.227622,4.853054,1.1018206
-10.369663,6.9931593,1.1702356
-10.51585,6.67735,1.1696414
-9.848882,6.417266,1.0430733
-9.999378,6.2880187,1.0542967
-8.501334,3.8463478,1.1680403
-9.532772,4.989086,1.3554051
-11.373499,8.048225,1.1037277
-11.352398,7.997908,1.1136566
-11.220324,8.137897,1.1121719
-11.344385,8.38556,1.0778974
-11.2589655,8.117626,1.0545623
-11.180039,8.453828,1.0504172
-10.812459,7.9556503,1.0131224
-10.986811,7.583727,1.0115161
-10.809455,7.9162774,1.034453
-10.076821,6.1867204,1.0231192
-10.059574,6.7666874,1.042589
-10.19517,6.925536,0.9466728
-9.459912,5.8335686,0.9228404
-9.536473,5.9239783,0.93069905
-12.091784,9.259479,1.0858883
-11.8223,8.800381,1.0975336
-9.904703,5.5189238,1.2955905
-10.06182,5.887231,1.2614888
-9.355301,4.524509,1.3957992
-10.549242,6.550764,1.2549853
-10.578783,6.5224814,1.2561986
-10.507803,6.897161,1.269576
-10.076565,6.31594,1.2371467
-10.173392,6.177389,1.2386831
-10.047604,5.7850637,1.3163878
-9.927624,5.6028996,1.2082537
-9.726808,5.8650055,1.1859989
-9.755655,5.7202625,1.1772844
-8.831131,4.2632475,1.2079092
-9.010705,4.1968174,1.2898376
-9.434172,5.0019107,1.2266554
-9.653011,5.643615,1.1614798
-9.903554,6.3322864,1.1132835
-9.576502,4.9254837,1.3630875
-9.575541,5.0613933,1.411254
-9.051895,4.7883883,1.0308031
-8.952934,4.7653456,0.9756354
-9.290455,5.073756,1.2084969
-9.253766,4.952601,1.2365919
-9.096284,4.9154224,1.0800046
-9.290184,4.8712816,1.076455
-10.441064,6.8864565,0.9598569
-10.372385,7.3165793,0.971681
-10.626116,7.3948264,1.0223869
-9.772284,5.8786964,1.0541644
-8.895891,4.4132056,1.1430306
-10.30563,6.497419,1.0899142
-10.35175,6.9922757,1.0919157
-10.637959,7.0289006,1.0887282
-10.87254,7.7160335,1.0648524
-9.384306,4.6334243,1.3622992
-9.195618,4.2892714,1.408756
-9.580251,5.708814,1.0856545
-9.174566,4.707366,1.2597177
-10.092849,6.0673113,1.2076923
-8.942993,4.897173,1.0528154
-8.833219,4.494422,1.2006286
-8.675676,4.3579535,1.217676
-8.519569,3.562257,1.115976
-9.398533,5.95211,1.0031738
-9.656046,5.5717196,1.0554876
-9.50674,5.6966667,1.066003
-9.466458,5.7183933,1.0671061
-9.644665,5.6192365,1.0777001
-10.135959,6.057961,1.2161751
-9.722723,5.1775713,1.3058312
-9.718119,5.202397,1.3064679
-8.524292,3.8622673,1.2402451
-9.002474,3.9937973,1.4004688
-9.275083,5.1321883,1.1140565
-9.654577,5.6357,1.1120571
-10.821725,7.52466,1.0586718
-10.534427,7.3986106,0.9991055
-10.74411,7.491119,0.9794785
-8.017735,2.8755455,1.21805
-7.2654157,1.8267586,1.2170241
-8.382348,3.6501765,1.2164457
-10.751897,7.38618,1.1142459
-10.424501,6.969625,1.0796773
-10.634416,6.9026284,1.282216
-10.534874,6.2045593,1.2330524
-10.29288,6.2537885,1.2236689
-9.372967,5.630187,1.0255843
-9.295647,5.3651977,0.96847135
-9.251791,5.5399776,0.959672
-9.333178,5.198757,0.9676282
-9.632126,5.377257,1.3661537
-9.281161,4.774536,1.204005
-9.134291,4.8739157,1.2075459
-9.091294,4.631147,1.2212574
-8.819937,3.9291983,1.3433106
-10.464251,6.493584,1.2905067
-9.1982975,4.886573,1.1490693
-9.802662,6.1242127,1.0439266
-9.800008,6.286461,1.0349665
-8.99348,4.917435,1.108661
-9.444406,4.9080224,1.221148
-7.44548,1.8622133,1.2322241
-8.889316,3.7381997,1.4922178
-9.442144,4.6542654,1.4849452
-8.587806,3.695974,1.2763814
-10.532889,6.979618,1.1597857
-10.403766,6.656135,1.1430081
-9.341608,5.4831214,0.95177406
-9.938177,5.4887114,1.3461256
-10.200093,5.483996,1.3592131
-10.125807,5.8421564,1.3662456
-10.150318,5.637219,1.3555123
-9.951487,5.793131,1.3611915
-10.594775,6.698177,1.2428222
-10.582975,6.912837,1.253223
-9.352488,4.7606487,1.3065726
-11.568525,8.274277,1.1709466
-10.612938,7.3907576,0.9999962
-10.91898,7.868803,1.0100977
-10.978723,7.866998,0.9862566
-9.684524,5.5289907,1.2332021
-8.805121,4.1411386,1.2626708
-8.759871,4.136715,1.2455873
-8.87881,4.669839,1.1600692
-9.682744,5.4099913,1.1727023
-10.276196,6.4613185,1.2696562
-9.85934,6.0975933,1.161797
-9.839872,6.2768006,1.1398703
-10.332128,6.7078238,1.0074108
-9.963862,5.8774805,1.2679847
-9.345229,5.064603,1.1578523
-8.97542,4.7054706,1.0653102
-9.872311,5.9564133,1.1669804
-10.991626,7.679629,1.1092373
-11.121075,7.8680625,1.1186695
-10.74314,7.488065,1.09674
-8.796561,4.118022,1.2312913
-9.7858515,6.0956454,1.0743788
-9.274255,4.7263093,1.2750287
-11.155485,7.9173675,1.2019377
-11.026509,7.325684,1.179789
-10.942649,7.3336854,1.1832224
-10.980015,7.113847,1.3601327
-10.988161,7.1110377,1.3602481
-8.765185,4.0689735,1.2413183
-10.076114,5.8344016,1.2847958
-9.337881,4.695999,1.2764908
-9.549418,5.167963,1.2165991
-9.536872,5.365601,1.1577543
-9.400582,5.37008,1.1254288
-8.971087,4.730466,1.0906216
-8.904519,4.607565,1.0995386
-10.064324,6.6121755,0.9977993
-10.011156,6.5429907,1.0495794
-10.211532,6.4666348,1.0920974
-9.617984,5.738424,1.0487202
-9.577785,5.9227643,1.0476867
-9.549212,5.583616,1.0046626
-9.745671,5.602317,1.0722544
-9.721574,5.781917,1.0729835
-9.706981,5.617675,1.0821322
-9.765652,5.646231,1.1903192
-9.129687,4.9955726,1.0792254
-9.107312,5.082273,1.0860106
-10.834749,7.4754734,1.129191
-9.404653,5.2744517,1.1007295
-9.309415,5.3166685,1.151653
-9.82503,5.6727986,1.2186928
-11.939279,9.152836,1.0723386
-11.555429,9.128996,0.89932156
-7.114743,1.6423112,1.3042989
-9.737574,5.953464,1.1557151
-9.876837,5.936856,1.1032479
-9.295567,4.7817283,1.2400736
-8.445511,3.7419317,1.0952793
-9.260007,4.3792343,1.3455166
-7.477303,1.8820133,1.2907914
-7.2524967,1.909415,1.3201435
-9.58398,5.033999,1.4775447
-9.595426,4.585062,1.4645972
-9.24483,4.527658,1.4503872
-10.636556,6.6603527,1.3893077
-10.842168,6.7798524,1.3027519
-7.6636763,2.9150033,1.1187788
-9.023743,4.614413,1.2870039
-8.591204,3.7602873,1.2495956
-7.511645,2.1998801,1.2934625
-7.5796,2.1604686,1.2399664
-7.151974,1.2965887,1.3298769
-7.691273,2.569643,1.2335354
-7.7066875,2.4293973,1.2353772
-10.023399,6.1638646,1.1631448
-9.066891,5.0199494,1.0407171
-10.1850395,6.713009,1.0903034
-10.416459,6.8156314,1.099471
-10.451168,7.1195717,1.003023
-9.602798,5.7225237,1.0129651
-9.605742,5.506157,1.2455024
-9.712584,5.114983,1.5644531
-9.916839,4.926856,1.5739031
-8.687023,3.68848,1.3553401
-8.774816,3.5615883,1.3490949
-8.782289,3.5425913,1.342376
-8.812192,3.5856633,1.3512653
-8.829831,3.6946003,1.350578
-10.0686,6.056749,1.1796912
-10.051974,6.114183,1.1833493
-10.252627,6.7702355,1.1229947
-10.092826,6.433866,1.1584463
-9.476537,5.6665187,1.091238
-9.768946,5.503905,1.1971978
-9.698101,5.589913,1.21021
-8.827614,4.4963493,1.1576462
-8.6966,3.8545134,1.2914137
-9.626453,4.9651427,1.3416742
-9.193854,4.712142,1.3232054
-8.94523,4.1419683,1.2296679
-9.126836,4.9100423,0.98333335
-9.007179,4.934237,0.9717393
-8.968946,5.079625,0.971221
-8.533058,3.2650473,1.373933
-8.533058,3.2650473,1.373933
-9.47988,4.5142007,1.5621219
-9.198649,3.942564,1.6517351
-9.109133,3.8060167,1.6338459
-7.8729215,2.5030348,1.3055353
-9.260391,4.4204125,1.386001
-9.437359,5.964118,0.93196064
-11.079657,7.40384,1.3130053
-10.038234,6.0863147,1.2244513
-8.888445,3.9545927,1.3177962
-9.874732,6.181361,1.0438012
-10.359087,6.7600007,1.0693862
-10.286039,6.896793,1.0710589
-10.254219,6.5203876,1.0633848
-10.056156,6.551154,1.0788105
-10.315133,6.579727,1.1843292
-9.608487,5.436078,1.2021751
-10.071587,6.88323,0.87646866
-9.40573,5.351541,1.0611724
-8.797241,4.7044783,0.994107
-8.6596985,4.220012,1.0943264
-10.06124,6.284569,1.15312
-10.118785,6.257186,1.1577773
-9.877749,6.079055,1.1049488
-10.390891,6.8265705,1.0477736
-10.4627285,7.001492,1.1801803
-10.527053,6.9942155,1.178722
-10.636765,6.6581,1.1800698
-10.52058,6.895162,1.1901485
-10.629587,6.7016754,1.1988426
-10.525323,6.567273,1.1997815
-10.456546,6.7513647,1.2004439
-10.32247,6.52071,1.1738847
-8.873947,4.1770716,1.2784816
-8.327528,3.3768096,1.2408973
-8.862294,4.411139,1.1789963
-9.185818,4.4984245,1.3340616
-9.104162,4.2769094,1.3151602
-8.2300625,2.770872,1.4230444
-8.185837,2.7471704,1.4595022
-9.480432,4.9360147,1.3651781
-10.168213,6.161876,1.1987889
-10.162946,6.3396287,1.1576186
-10.708756,6.9816866,1.2533454
-10.998391,7.5915194,1.19946
-7.923354,2.9355183,1.1579844
-7.993615,2.9276478,1.236215
-8.626002,3.591119,1.3156714
-8.702296,3.809062,1.288445
-9.183365,4.6084013,1.2580932
-9.273972,4.6037517,1.2546846
-9.502327,5.5128827,1.1598128
-9.954934,5.924427,1.1561215
-9.895971,6.0630794,1.1626804
-9.983183,5.83046,1.0931665
-9.547104,5.6162543,1.0660238
-9.685573,5.7685094,1.0906353
-9.191416,4.686804,1.2693877
-8.880377,4.111532,1.178295
-8.809644,4.162108,1.1771121
-8.741668,4.4880667,1.0933187
-8.930183,4.3301177,1.1327109
-8.598088,3.8472824,1.21251
-8.5046,3.8978944,1.2097207
-9.803295,6.431109,0.9812599
-9.960993,6.2499194,0.9711308
-10.753807,6.842429,1.235651
-10.824353,7.249149,1.2658471
-11.225503,8.206393,1.0720764
-10.468697,7.1551056,0.9939855
-10.568878,7.130575,0.98226357
-10.136795,6.4945226,0.97953296
-10.109633,6.3049135,1.2079728
-10.194078,6.134746,1.206854
-10.621268,6.886462,1.239834
-10.710136,6.8741884,1.371313
-9.695991,5.2681046,1.3411005
-8.697369,3.9214196,1.3348329
-8.694627,3.9700136,1.329063
-9.359635,5.577965,1.0266244
-10.437842,6.6753535,1.1538842
-10.325212,6.818367,1.1627749
-8.812261,4.7705,1.0984584
-8.76459,4.6565437,1.0916371
-8.8945465,4.529536,1.089024
-8.383292,3.8034258,1.0283201
-8.987033,4.560975,1.1215863
-8.515736,4.0095944,1.1453038
-10.062662,6.001224,1.2894377
-8.385552,3.4571662,1.3048388
-10.604929,7.449065,0.99029
-10.89364,7.6818123,1.0708094
-10.882609,7.662132,1.0907158
-9.653911,5.6916814,1.1098552
-9.653911,5.6916814,1.1098552
-10.625998,6.9914665,1.2293788
-10.818023,7.066998,1.256223
-9.231174,4.3987355,1.3927695
-9.20201,5.242342,0.98122895
-8.229463,3.214033,1.2712033
-8.465793,3.4166117,1.3405492
-9.195371,4.336233,1.3152432
-9.067051,4.5473156,1.3110436
-9.64409,5.1183,1.3027195
-9.430707,5.289829,1.253541
-9.7020645,5.532037,1.323736
-9.760297,5.3715835,1.3188722
-9.739823,5.434452,1.3217218
-9.751404,5.288296,1.3100611
-9.071214,4.4387646,1.3373342
-9.118277,4.2839746,1.3269435
-9.260864,4.841755,1.2982694
-9.521877,5.914123,0.95749784
-9.476329,5.9353237,0.9704133
-9.491988,5.798489,0.9937562
-9.752126,5.5573006,1.1963701
-9.13323,4.803473,1.1960974
-8.786407,4.423534,1.1602653
-9.780415,5.882192,1.130339
-9.970791,5.918116,1.2025702
-10.056913,5.782954,1.1972821
-10.01555,5.9591713,1.2725621
-9.793457,5.6668262,1.2571706
-9.887643,5.495497,1.2667553
-9.426032,5.041043,1.2184005
-9.451882,5.0116124,1.2203169
-10.20421,6.643625,1.1218895
-9.363879,4.84566,1.1982601
-9.599456,5.057324,1.2819138
-9.691101,5.629341,1.3093854
-8.800507,4.3387446,1.1966578
-8.969808,4.4340544,1.2004781
-9.206755,5.2891955,1.0305737
-9.317254,5.2082257,1.1249588
-8.492118,3.9737682,1.0790524
-8.627841,4.2170744,1.1389543
-8.587406,4.1199374,1.0701087
-7.7942586,2.8098266,1.1130544
-9.996497,5.337422,1.3693997
-9.96345,5.423154,1.3498702
-9.945793,6.1915827,1.0588464
-9.509133,5.672702,1.0801543
-10.220975,6.278308,1.2058556
-8.947199,4.145076,1.2344123
-9.882341,6.0507236,1.2449775
-9.115014,4.1714187,1.3202837
-9.037614,4.1826477,1.3102467
-8.996549,4.309006,1.3273932
-8.405785,3.4893093,1.2588757
-9.22385,4.5901194,1.2666763
-10.458643,6.9342513,1.1186595
-10.441956,7.0509453,1.1258438
-9.968473,6.3914046,1.0405177
-9.942477,6.40918,1.039756
-9.859385,6.464546,1.0464742
-10.001342,6.1039963,1.0548029
-10.009034,6.103379,1.1382923
-9.805908,5.833026,1.1327617
-9.362982,5.405805,1.0777223
-8.349707,2.9247596,1.5429596
-8.444882,2.8583896,1.4995794
-8.071243,2.9492002,1.314538
-8.032124,3.0371082,1.3212736
-8.149373,3.253999,1.2533948
-8.314841,3.2358956,1.2382911
-10.91724,7.691051,1.0404896
-9.810546,5.9349556,1.1485934
-9.847271,5.877323,1.1591915
-9.727814,5.762852,1.145796
-9.763626,5.6903286,1.1458894
-9.712745,5.7430115,1.148068
-9.683975,5.7752595,1.0697483
-9.711143,5.754743,1.0725911
-9.144818,4.7505026,1.1440015
-8.923238,4.2808876,1.2233001
-8.894588,4.3156433,1.2238626
-9.625786,5.575626,1.152548
-9.492756,5.6855397,1.0190355
-9.988583,6.215936,1.1148674
-9.871471,6.0240636,1.1263063
-8.636878,3.8277361,1.3582035
-9.937062,5.636111,1.3015966
-10.528541,6.584479,1.2803133
-9.941777,5.6669426,1.2672237
-10.4446335,6.873642,1.1695108
-10.546815,6.8711615,1.1712483
-8.070929,2.8374112,1.2732968
-9.307328,4.938593,1.1731132
-9.735671,5.9089675,1.1278967
-9.739999,5.456709,1.1275449
-9.6563425,5.5576477,1.0478156
-9.613235,5.7564945,1.0548885
-9.576598,5.581196,1.1033529
-9.517203,5.530891,1.0873991
-10.44187,6.726053,1.2158835
-9.605655,5.297875,1.259958
-11.5397625,8.244215,1.2861401
-8.134948,3.8644326,0.9330601
-7.733537,3.1118138,1.039715
-8.735267,3.8554428,1.3825669
-10.331092,6.5884686,1.1721454
-10.826857,7.263709,1.2279027
-8.584984,4.2876763,0.9623556
-9.213547,4.82511,1.1635754
-9.184571,4.820265,1.124399
-10.039501,6.333982,1.1487911
-10.04725,6.3758593,1.1513065
-10.215838,6.249652,1.2295113
-9.523077,5.1469693,1.2683829
-9.770761,5.7234087,1.1919193
-8.969903,4.849722,1.1537333
-9.067607,4.7396407,1.1509441
-9.541871,5.2999845,1.1804718
-9.642806,5.255805,1.1793185
-8.656032,4.4763618,1.1423869
-8.779698,3.9517677,1.1437842
-8.434497,4.1604247,1.1367128
-10.084583,6.2956905,1.2405294
-11.302488,7.775572,1.1936407
-11.085413,7.5505004,1.1901944
-11.063431,7.714432,1.1973487
-9.318027,4.9320617,1.2208807
-8.086281,2.9204855,1.2569151
-8.394709,3.2034042,1.3552722
-8.375674,3.1474082,1.3543965
-8.237836,3.3273745,1.2553058
-9.189224,4.206269,1.4242334
-9.350027,5.189823,1.172548
-9.24297,4.5306325,1.2853059
-9.366735,4.9604626,1.2179468
-9.7861,5.9758954,1.0971625
-9.450542,5.220551,1.2094086
-9.527776,5.8379354,0.9922933
-9.4006815,5.4438415,1.0087909
-9.269883,5.601402,1.014742
-9.392283,4.6393003,1.261516
-9.776304,5.4008307,1.2522441
-9.112937,4.8316326,1.2313824
-10.578858,6.836521,1.1401135
-10.490747,7.152154,1.1216584
-10.535743,7.1633344,1.1113548
-10.263493,6.9876933,1.0022839
-10.445408,6.9567165,1.0028796
-9.18923,4.9176965,1.1303955
-10.07923,6.0764885,1.255286
-8.657256,3.92115,1.2434207
-8.87818,4.5075974,1.2129852
-9.863157,5.630752,1.28561
-9.194009,4.4041524,1.306465
-9.154758,4.6141753,1.3069285
-9.281534,4.829821,1.2938454
-9.353416,4.709051,1.3104995
-9.8123045,5.811776,1.1404743
-8.596426,4.2300224,1.0973403
-8.688208,4.3135357,1.0620595
-8.525626,3.687663,1.2224572
-8.582582,3.6150315,1.2106888
-8.596642,4.017374,1.1615057
-10.73342,7.2121615,1.1596218
-9.947881,6.3251457,0.9742222
-10.128612,6.5381765,0.917028
-10.245896,7.4132957,0.8461227
-11.559534,8.669899,1.0036061
-11.523275,8.7455225,1.0046233
-11.623795,9.002049,0.9978192
-11.668376,8.934047,0.9945179
-11.749268,8.923408,0.9901955
-11.817164,8.885987,0.9722636
-11.763823,8.953169,0.99208426
-11.619075,8.804169,1.079414
-11.419928,8.510785,1.052729
-11.475523,8.447929,1.0540874
-10.992673,7.9603534,0.95543486
-8.9062805,4.805969,0.97003454
-8.8950815,4.6986547,0.97536397
-8.906782,4.672369,0.97315156
-10.463434,6.528652,1.1489288
-9.679705,5.6420574,1.0543739
-9.074924,4.763603,1.153569
-9.806396,6.0951033,1.0773156
-8.944421,4.061095,1.3082159
-9.009954,4.006342,1.3040855
-8.748596,3.969405,1.1898526
-8.7454815,4.4058814,1.1671218
-9.396344,5.0428867,1.2711327
-9.294392,4.7524915,1.3222007
-9.390201,4.9067006,1.3637469
-9.361134,4.9471197,1.3665186
-8.525028,3.4888427,1.2129986
-9.289505,4.982582,1.1849937
-9.509704,5.304446,1.2571615
-9.382101,5.224889,1.1943884
-9.436386,5.306699,1.1393045
-9.67012,5.3756385,1.2611825
-9.740887,5.2516484,1.2568332
-9.154045,4.9699516,1.2265432
-9.218011,4.609307,1.2332863
-8.579123,3.6640534,1.2220309
-10.052573,6.396043,1.011794
-9.912702,6.4213676,1.0222194
-9.748689,5.969804,1.080095
-9.149915,4.9342227,1.1812197
-10.569178,7.139356,1.1435976
-10.062686,6.3071046,1.1472045
-10.043731,6.470212,1.163979
-10.000969,5.9586964,1.158802
-9.341372,5.0029955,1.2253736
-8.899568,4.457001,1.1659191
-8.837216,4.741582,1.1585236
-8.972938,4.574326,1.1504188
-10.077617,6.0892324,1.2155135
-8.664725,4.4934316,1.0132222
-8.402787,3.9401588,0.9646999
-10.203895,6.4572425,1.2003391
-10.281671,6.3117104,1.1989468
-11.0407505,7.8508554,1.0277066
-10.820269,8.251491,0.85118073
-10.908734,8.052922,0.8504785
-7.0085926,1.4905249,1.1982279
-8.345532,2.9376435,1.4447794
-9.032161,4.4765716,1.2066914
-11.646472,8.91284,0.9614835
-11.282427,8.367455,0.98793405
-9.349272,5.358028,1.0748615
-9.845083,5.529578,1.3251387
-9.910786,5.451585,1.3349975
-9.797295,5.814134,1.1451372
-9.336852,5.4114223,1.0531956
-9.292936,5.4510837,1.0866177
-10.30416,6.4644475,1.0958076
-9.10075,4.126728,1.3279003
-8.227132,3.3858876,1.1558458
-7.5975103,2.453609,1.168368
-8.761147,4.2162848,1.1719979
-8.523981,3.5777006,1.3108091
-8.283158,3.7909312,1.1404572
-8.637722,3.8772707,1.1789703
-9.600216,5.038595,1.3002177
-9.616712,5.8155494,1.110464
-9.892923,5.863997,1.1595823
-9.650376,5.984733,1.1097833
-9.112868,4.560798,1.1573889
-10.074243,6.006134,1.1506113
-9.108327,4.140107,1.3370699
-9.138799,4.1240897,1.3390217
-8.625287,3.5870116,1.2907497
-8.359664,3.4297924,1.3129085
-10.919081,7.682073,1.1142532
-10.919081,7.682073,1.1142532
-11.052336,7.8508525,1.0106373
-10.795285,7.696546,1.0366755
-10.922681,7.701702,1.0346789
-11.440313,8.652557,1.0154318
-10.19879,6.2038455,1.3073947
-10.408426,6.051889,1.3185047
-10.324292,6.201723,1.3089019
-10.433585,6.4274683,1.2719393
-10.445488,6.48139,1.2911677
-11.1925125,7.515888,1.3410639
-11.19433,7.5045376,1.2918144
-11.061625,7.4709954,1.3082491
-11.150772,7.303923,1.3157514
-11.111602,7.8275986,1.1663618
-11.079832,7.6734266,1.2642274
-9.11517,5.2233224,0.97358906
-9.768644,5.510756,1.3139049
-7.905281,3.078572,1.1437339
-10.20044,6.1356096,1.2111013
-10.98024,7.7987022,1.0777249
-9.777196,6.116949,1.0299499
-9.749357,5.9442844,1.0467166
-9.872595,5.93733,1.0824317
-8.6482315,3.8735962,1.2769419
-9.677666,5.5012693,1.1809716
-9.405614,5.4045877,1.1195014
-9.773065,5.9762077,1.0500671
-9.46114,5.9359345,0.9699659
-10.066049,5.7319574,1.3202192
-10.059493,5.773824,1.3784881
-10.008708,5.295754,1.3832242
-8.294856,4.156142,0.9993861
-10.197405,6.3730764,1.1167977
-8.888398,4.856854,1.027533
-9.423454,5.390812,1.0859599
-9.057219,4.6257973,1.1104486
-9.696772,5.6697774,1.1665945
-9.694606,5.669783,1.1585044
-10.701661,7.680195,1.0175006
-10.893623,7.579859,1.0571167
-11.509492,8.405331,1.1463258
-11.428451,8.571166,1.1330827
-9.315712,5.663977,0.9941728
-9.556964,5.5860353,1.0037479
-8.458884,3.6665494,1.2130544
-8.920423,4.3815904,1.2725921
-9.677726,5.4483504,1.2408577
-9.629795,5.200095,1.2086607
-10.300488,6.204062,1.2266661
-10.116436,6.618008,1.2407277
-10.448956,6.277426,1.255509
-9.105497,4.4169035,1.2196009
-9.196347,4.5347404,1.2257172
-9.14039,4.592753,1.2188395
-8.173964,3.2204008,1.1980015
-8.043977,3.3183181,1.1934512
-7.705461,2.5694244,1.1898941
-7.5806537,2.4665554,1.1718152
-8.184934,3.0748549,1.3047551
-8.43962,3.4479876,1.2962422
-8.824638,4.0077567,1.3376999
-9.750797,5.559303,1.2385592
-9.202737,4.69346,1.2003982
-9.172341,4.535172,1.2327865
-9.274097,5.0127563,1.0998684
-9.041329,4.9486194,1.1069458
-9.436863,5.4621353,1.1602838
-8.919317,4.4212227,1.2237834
-9.190618,4.8702,1.1908928
-9.382809,5.2260175,1.2006322
-9.517611,4.976761,1.1891886
-9.377008,5.4241676,1.205851
-9.856105,5.636005,1.2181212
-9.842473,5.8078165,1.2236938
-9.693807,5.627688,1.1749005
-10.068238,6.1663375,1.2257863
-10.094632,5.9722495,1.3280244
-10.000288,5.5805197,1.3176936
-10.047762,5.481491,1.3194737
-10.025989,5.572443,1.326626
-10.582651,6.5822744,1.3055145
-8.34822,3.8794906,1.0964757
-8.397098,3.9204044,1.106388
-8.552722,3.752855,1.1109079
-8.209039,3.0931718,1.208005
-8.467856,3.5103903,1.2302519
-9.558582,5.3997273,1.1847309
-9.521675,5.2583623,1.1917394
-9.006096,4.8714294,1.1152241
-9.085457,4.4545674,1.1101029
-8.98504,4.7535152,1.2185081
-8.916549,4.142295,1.2992351
-9.076331,4.024013,1.2913855
-8.890399,4.1519217,1.2915556
-8.611744,3.9428706,1.2014337
-9.378272,5.1575036,1.1768612
-9.709515,5.8421474,1.1983044
-9.4784355,4.963013,1.2178046
-9.374238,5.02517,1.212234
-9.305553,4.9791045,1.2068912
-9.475986,5.3296857,1.1439296
